example_id,pair_id,case_id,dataset,assigned_split,judgment_hash,chunk_index,total_chunks,input_tokens,target_tokens,total_tokens,alignment_mean_similarity,alignment_min_similarity,aligned_summary_sentences,target_truncated
IN-Abs:1387:reference:chunk-0000,IN-Abs:1387:reference,1387,IN-Abs,train,c0742e12a7c81d70a21b7e83b464a5b19d2b6157be512b7a3af67fc2d7df248a,0,3,2697,377,3144,0.7222241097026401,0.5553166270256042,9,False
IN-Abs:1387:reference:chunk-0001,IN-Abs:1387:reference,1387,IN-Abs,train,c0742e12a7c81d70a21b7e83b464a5b19d2b6157be512b7a3af67fc2d7df248a,1,3,2773,678,3521,0.546236901765778,0.21312111616134644,21,False
IN-Abs:1387:reference:chunk-0002,IN-Abs:1387:reference,1387,IN-Abs,train,c0742e12a7c81d70a21b7e83b464a5b19d2b6157be512b7a3af67fc2d7df248a,2,3,1984,329,2383,0.7858909113066537,0.6289545893669128,7,False
IN-Abs:1388:reference:chunk-0000,IN-Abs:1388:reference,1388,IN-Abs,train,c28ba312059381c3cb0ffa9cb6113b9f370d4694879a068306eb7eb6b7390cae,0,9,2694,153,2917,0.5116663376490275,0.22938135266304016,6,False
IN-Abs:1388:reference:chunk-0001,IN-Abs:1388:reference,1388,IN-Abs,train,c28ba312059381c3cb0ffa9cb6113b9f370d4694879a068306eb7eb6b7390cae,1,9,2732,130,2932,0.7485640446345011,0.5735756158828735,3,False
IN-Abs:1388:reference:chunk-0002,IN-Abs:1388:reference,1388,IN-Abs,train,c28ba312059381c3cb0ffa9cb6113b9f370d4694879a068306eb7eb6b7390cae,2,9,2736,172,2978,0.6084036380052567,0.5700109004974365,4,False
IN-Abs:1388:reference:chunk-0003,IN-Abs:1388:reference,1388,IN-Abs,train,c28ba312059381c3cb0ffa9cb6113b9f370d4694879a068306eb7eb6b7390cae,3,9,2782,385,3237,0.5919958849747976,0.3723302483558655,12,False
IN-Abs:1388:reference:chunk-0004,IN-Abs:1388:reference,1388,IN-Abs,train,c28ba312059381c3cb0ffa9cb6113b9f370d4694879a068306eb7eb6b7390cae,4,9,2763,147,2980,0.7038992345333099,0.6028906106948853,4,False
IN-Abs:1388:reference:chunk-0005,IN-Abs:1388:reference,1388,IN-Abs,train,c28ba312059381c3cb0ffa9cb6113b9f370d4694879a068306eb7eb6b7390cae,5,9,2796,116,2982,0.6659109791119894,0.5649641156196594,3,False
IN-Abs:1388:reference:chunk-0006,IN-Abs:1388:reference,1388,IN-Abs,train,c28ba312059381c3cb0ffa9cb6113b9f370d4694879a068306eb7eb6b7390cae,6,9,2754,415,3239,0.6420193947851658,0.3142423927783966,8,False
IN-Abs:1388:reference:chunk-0007,IN-Abs:1388:reference,1388,IN-Abs,train,c28ba312059381c3cb0ffa9cb6113b9f370d4694879a068306eb7eb6b7390cae,7,9,2726,240,3036,0.7735541611909866,0.759324312210083,4,False
IN-Abs:1388:reference:chunk-0008,IN-Abs:1388:reference,1388,IN-Abs,train,c28ba312059381c3cb0ffa9cb6113b9f370d4694879a068306eb7eb6b7390cae,8,9,758,44,872,0.7133875489234924,0.7133875489234924,1,False
IN-Abs:1389:reference:chunk-0000,IN-Abs:1389:reference,1389,IN-Abs,train,f6e93011b92044b7a095ace0af8c949b3de93fc9fed4caeefa126e1bc4765356,0,2,2777,410,3257,0.6746441841125488,0.4437580704689026,5,False
IN-Abs:1389:reference:chunk-0001,IN-Abs:1389:reference,1389,IN-Abs,train,f6e93011b92044b7a095ace0af8c949b3de93fc9fed4caeefa126e1bc4765356,1,2,370,145,585,0.7255792915821075,0.6765186786651611,2,False
IN-Abs:139:reference:chunk-0000,IN-Abs:139:reference,139,IN-Abs,train,1e4b15fe2f0326822fb08138a442582daed48fdbf65b56d94d58d5c1f2cd9033,0,1,2638,464,3172,0.6854684501886368,0.44549810886383057,8,False
IN-Abs:1390:reference:chunk-0000,IN-Abs:1390:reference,1390,IN-Abs,train,30c034eb1b0c3f5209ea9ad6796706199f2aedda2ab788b8125375c96a645d38,0,2,2760,481,3311,0.6884837283028497,0.5190575122833252,9,False
IN-Abs:1390:reference:chunk-0001,IN-Abs:1390:reference,1390,IN-Abs,train,30c034eb1b0c3f5209ea9ad6796706199f2aedda2ab788b8125375c96a645d38,1,2,1654,59,1783,0.5356683880090714,0.38434621691703796,2,False
IN-Abs:1391:reference:chunk-0000,IN-Abs:1391:reference,1391,IN-Abs,train,80ecee178aed682c4c0a3257c59c7602607961a6701b078a76d7bb28a4ffd491,0,1,636,131,837,0.6978288392225901,0.4429301917552948,3,False
IN-Abs:1392:reference:chunk-0000,IN-Abs:1392:reference,1392,IN-Abs,train,5e807116955e1d176438927970c122ce3e4d1a66ad940993ecb56c81f009be9b,0,4,2766,145,2981,0.5633429661393166,0.4475932717323303,4,False
IN-Abs:1392:reference:chunk-0001,IN-Abs:1392:reference,1392,IN-Abs,train,5e807116955e1d176438927970c122ce3e4d1a66ad940993ecb56c81f009be9b,1,4,2776,52,2898,0.6224362850189209,0.6224362850189209,1,False
IN-Abs:1392:reference:chunk-0002,IN-Abs:1392:reference,1392,IN-Abs,train,5e807116955e1d176438927970c122ce3e4d1a66ad940993ecb56c81f009be9b,2,4,2791,188,3049,0.7487217485904694,0.6794865131378174,4,False
IN-Abs:1392:reference:chunk-0003,IN-Abs:1392:reference,1392,IN-Abs,train,5e807116955e1d176438927970c122ce3e4d1a66ad940993ecb56c81f009be9b,3,4,238,102,410,0.7873736023902893,0.7873736023902893,1,False
IN-Abs:1393:reference:chunk-0000,IN-Abs:1393:reference,1393,IN-Abs,train,9f54d4363b432571d65c0f85c9c14a553f78f90db7c2b1d75d42181c574e9142,0,2,2773,373,3216,0.699278195699056,0.5303578972816467,6,False
IN-Abs:1393:reference:chunk-0001,IN-Abs:1393:reference,1393,IN-Abs,train,9f54d4363b432571d65c0f85c9c14a553f78f90db7c2b1d75d42181c574e9142,1,2,1088,138,1296,0.6251826211810112,0.41393592953681946,4,False
IN-Abs:1394:reference:chunk-0000,IN-Abs:1394:reference,1394,IN-Abs,train,36b6b2fe201e76c04bc46304bb06c866945b5acb83c9f23772c1c6db1eba8d09,0,1,2616,452,3138,0.6855373220010237,0.5526094436645508,11,False
IN-Abs:1395:reference:chunk-0000,IN-Abs:1395:reference,1395,IN-Abs,train,6459947a1f9eca1a137ac3f6d5345527783a9769e53054d5b02fd71f326f0b34,0,2,2773,393,3236,0.6963369846343994,0.541032075881958,8,False
IN-Abs:1395:reference:chunk-0001,IN-Abs:1395:reference,1395,IN-Abs,train,6459947a1f9eca1a137ac3f6d5345527783a9769e53054d5b02fd71f326f0b34,1,2,370,90,530,0.584273099899292,0.579351544380188,2,False
IN-Abs:1396:reference:chunk-0000,IN-Abs:1396:reference,1396,IN-Abs,train,beb62b25fc44ceb7a1368f0aa8d06e63ec36d5dda52b75ebeaeeb75d4d41ccbd,0,2,2785,345,3200,0.6910617649555206,0.44106239080429077,6,False
IN-Abs:1397:reference:chunk-0000,IN-Abs:1397:reference,1397,IN-Abs,train,b102638093fd5cbb6a62f16799351cb2ec9efcd2ef8598be868fbb5e7536ac96,0,8,2788,72,2930,0.6599694689114889,0.6258688569068909,3,False
IN-Abs:1397:reference:chunk-0001,IN-Abs:1397:reference,1397,IN-Abs,train,b102638093fd5cbb6a62f16799351cb2ec9efcd2ef8598be868fbb5e7536ac96,1,8,2797,64,2931,0.46109697595238686,0.22685877978801727,4,False
IN-Abs:1397:reference:chunk-0002,IN-Abs:1397:reference,1397,IN-Abs,train,b102638093fd5cbb6a62f16799351cb2ec9efcd2ef8598be868fbb5e7536ac96,2,8,2768,222,3060,0.7047926932573318,0.5545554757118225,4,False
IN-Abs:1397:reference:chunk-0003,IN-Abs:1397:reference,1397,IN-Abs,train,b102638093fd5cbb6a62f16799351cb2ec9efcd2ef8598be868fbb5e7536ac96,3,8,2777,253,3100,0.6958482638001442,0.6160485744476318,8,False
IN-Abs:1397:reference:chunk-0004,IN-Abs:1397:reference,1397,IN-Abs,train,b102638093fd5cbb6a62f16799351cb2ec9efcd2ef8598be868fbb5e7536ac96,4,8,2790,205,3065,0.6795041561126709,0.561373233795166,7,False
IN-Abs:1397:reference:chunk-0005,IN-Abs:1397:reference,1397,IN-Abs,train,b102638093fd5cbb6a62f16799351cb2ec9efcd2ef8598be868fbb5e7536ac96,5,8,2783,253,3106,0.6494702781949725,0.3849218487739563,7,False
IN-Abs:1397:reference:chunk-0006,IN-Abs:1397:reference,1397,IN-Abs,train,b102638093fd5cbb6a62f16799351cb2ec9efcd2ef8598be868fbb5e7536ac96,6,8,2775,104,2949,0.6812209685643514,0.6151605844497681,3,False
IN-Abs:1398:reference:chunk-0000,IN-Abs:1398:reference,1398,IN-Abs,train,5da65fe3c60e13097a8a10b2ed2a67dfe96ea6a56121e3d4249c353eb02b264f,0,2,2740,285,3095,0.6102203041315079,0.42042216658592224,10,False
IN-Abs:1398:reference:chunk-0001,IN-Abs:1398:reference,1398,IN-Abs,train,5da65fe3c60e13097a8a10b2ed2a67dfe96ea6a56121e3d4249c353eb02b264f,1,2,1812,256,2138,0.6442523412406445,0.21392479538917542,8,False
IN-Abs:1399:reference:chunk-0000,IN-Abs:1399:reference,1399,IN-Abs,train,30931e9c6c82c84cf132eb7d676f0b4b5eefd7d1230e39921b8399221525acb2,0,1,1599,253,1922,0.6128300994634628,0.20770303905010223,5,False
IN-Abs:14:reference:chunk-0000,IN-Abs:14:reference,14,IN-Abs,train,647aa1f731e88da9e9f96306ec8458bce8c1065d83d692c6f6f71425c366eb4b,0,9,2767,336,3173,0.8700472712516785,0.8561500906944275,3,False
IN-Abs:14:reference:chunk-0001,IN-Abs:14:reference,14,IN-Abs,train,647aa1f731e88da9e9f96306ec8458bce8c1065d83d692c6f6f71425c366eb4b,1,9,2757,452,3279,0.7899178365866343,0.4967857003211975,6,False
IN-Abs:14:reference:chunk-0002,IN-Abs:14:reference,14,IN-Abs,train,647aa1f731e88da9e9f96306ec8458bce8c1065d83d692c6f6f71425c366eb4b,2,9,2693,164,2927,0.7991803884506226,0.7645900249481201,2,False
IN-Abs:14:reference:chunk-0003,IN-Abs:14:reference,14,IN-Abs,train,647aa1f731e88da9e9f96306ec8458bce8c1065d83d692c6f6f71425c366eb4b,3,9,2726,222,3018,0.720875064531962,0.6730880737304688,3,False
IN-Abs:14:reference:chunk-0005,IN-Abs:14:reference,14,IN-Abs,train,647aa1f731e88da9e9f96306ec8458bce8c1065d83d692c6f6f71425c366eb4b,5,9,2782,20,2872,0.6226223707199097,0.6226223707199097,1,False
IN-Abs:14:reference:chunk-0006,IN-Abs:14:reference,14,IN-Abs,train,647aa1f731e88da9e9f96306ec8458bce8c1065d83d692c6f6f71425c366eb4b,6,9,2787,235,3092,0.7603963017463684,0.5850391387939453,3,False
IN-Abs:14:reference:chunk-0007,IN-Abs:14:reference,14,IN-Abs,train,647aa1f731e88da9e9f96306ec8458bce8c1065d83d692c6f6f71425c366eb4b,7,9,2717,73,2860,0.8726155757904053,0.8726155757904053,1,False
IN-Abs:14:reference:chunk-0008,IN-Abs:14:reference,14,IN-Abs,train,647aa1f731e88da9e9f96306ec8458bce8c1065d83d692c6f6f71425c366eb4b,8,9,563,44,677,0.3890566825866699,0.30951160192489624,2,False
IN-Abs:1400:reference:chunk-0000,IN-Abs:1400:reference,1400,IN-Abs,train,8e9a475ffedc5f68593298b549f663658dda2e5ee18f9b63ef5240f273827b5c,0,3,2793,92,2955,0.4360757082700729,0.2049977034330368,5,False
IN-Abs:1400:reference:chunk-0001,IN-Abs:1400:reference,1400,IN-Abs,train,8e9a475ffedc5f68593298b549f663658dda2e5ee18f9b63ef5240f273827b5c,1,3,2777,533,3380,0.5301663818813506,0.36566340923309326,21,False
IN-Abs:1400:reference:chunk-0002,IN-Abs:1400:reference,1400,IN-Abs,train,8e9a475ffedc5f68593298b549f663658dda2e5ee18f9b63ef5240f273827b5c,2,3,1970,115,2155,0.5945862233638763,0.4929787516593933,4,False
IN-Abs:1401:reference:chunk-0000,IN-Abs:1401:reference,1401,IN-Abs,train,2b1cbb2b2f5c12b40a38a3f38d6fe3d97fe81ae2d55186c88bf516c528a4936c,0,10,2775,545,3391,0.6772170918328422,0.34535467624664307,7,False
IN-Abs:1401:reference:chunk-0001,IN-Abs:1401:reference,1401,IN-Abs,train,2b1cbb2b2f5c12b40a38a3f38d6fe3d97fe81ae2d55186c88bf516c528a4936c,1,10,2759,63,2893,0.4520420928796132,0.2381410002708435,3,False
IN-Abs:1401:reference:chunk-0002,IN-Abs:1401:reference,1401,IN-Abs,train,2b1cbb2b2f5c12b40a38a3f38d6fe3d97fe81ae2d55186c88bf516c528a4936c,2,10,2758,121,2950,0.6160009106000265,0.4800924062728882,3,False
IN-Abs:1401:reference:chunk-0003,IN-Abs:1401:reference,1401,IN-Abs,train,2b1cbb2b2f5c12b40a38a3f38d6fe3d97fe81ae2d55186c88bf516c528a4936c,3,10,2783,176,3030,0.532159611582756,0.29788732528686523,4,False
IN-Abs:1401:reference:chunk-0004,IN-Abs:1401:reference,1401,IN-Abs,train,2b1cbb2b2f5c12b40a38a3f38d6fe3d97fe81ae2d55186c88bf516c528a4936c,4,10,2779,147,2997,0.6142474214235941,0.5566918849945068,3,False
IN-Abs:1401:reference:chunk-0005,IN-Abs:1401:reference,1401,IN-Abs,train,2b1cbb2b2f5c12b40a38a3f38d6fe3d97fe81ae2d55186c88bf516c528a4936c,5,10,2792,90,2953,0.8180275559425354,0.8180275559425354,1,False
IN-Abs:1401:reference:chunk-0006,IN-Abs:1401:reference,1401,IN-Abs,train,2b1cbb2b2f5c12b40a38a3f38d6fe3d97fe81ae2d55186c88bf516c528a4936c,6,10,2774,40,2885,0.6765130162239075,0.6765130162239075,1,False
IN-Abs:1401:reference:chunk-0008,IN-Abs:1401:reference,1401,IN-Abs,train,2b1cbb2b2f5c12b40a38a3f38d6fe3d97fe81ae2d55186c88bf516c528a4936c,8,10,2747,266,3084,0.603851991040366,0.3607712388038635,7,False
IN-Abs:1401:reference:chunk-0009,IN-Abs:1401:reference,1401,IN-Abs,train,2b1cbb2b2f5c12b40a38a3f38d6fe3d97fe81ae2d55186c88bf516c528a4936c,9,10,2248,272,2592,0.7206921577453613,0.5002491474151611,4,False
IN-Abs:1402:reference:chunk-0000,IN-Abs:1402:reference,1402,IN-Abs,train,dda8bee771c4521ed262b9d1470c48bd4143942edea828537fe8d5a6e0daf950,0,1,2734,510,3314,0.6138667594641447,0.43173345923423767,16,False
IN-Abs:1404:reference:chunk-0000,IN-Abs:1404:reference,1404,IN-Abs,train,09f7ca29678e673a9d7a0e47a13e8fc2aa518e7f99417dfafa6c12f4af7d56b9,0,1,2373,496,2939,0.6766343832015991,0.4491170048713684,10,False
IN-Abs:1405:reference:chunk-0000,IN-Abs:1405:reference,1405,IN-Abs,train,5e1edd6aed5292f5540168a4069b87451aadd89192b453295d6135250a3b4cb7,0,1,1349,271,1690,0.6451393564542135,0.37672585248947144,6,False
IN-Abs:1407:reference:chunk-0000,IN-Abs:1407:reference,1407,IN-Abs,train,6879e613bfe07326bd421a7ec1eb404d021c13b7cbc8c6a0ea0a2235a47c308b,0,2,2781,248,3099,0.6192018049103873,0.41100460290908813,7,False
IN-Abs:1408:reference:chunk-0000,IN-Abs:1408:reference,1408,IN-Abs,train,9bb324e1589c8722d050041d573cedcbba5834ca0d27ef788235f64bca7398ae,0,3,2773,192,3035,0.6087562342484792,0.3846774995326996,6,False
IN-Abs:1408:reference:chunk-0001,IN-Abs:1408:reference,1408,IN-Abs,train,9bb324e1589c8722d050041d573cedcbba5834ca0d27ef788235f64bca7398ae,1,3,2786,254,3110,0.7568267226219177,0.679688572883606,5,False
IN-Abs:1408:reference:chunk-0002,IN-Abs:1408:reference,1408,IN-Abs,train,9bb324e1589c8722d050041d573cedcbba5834ca0d27ef788235f64bca7398ae,2,3,674,181,925,0.7538114984830221,0.707153856754303,3,False
IN-Abs:1409:reference:chunk-0000,IN-Abs:1409:reference,1409,IN-Abs,train,77710481099cb0888dd9c422981a31fb0c006ca20b8d729ed32132609c12f5db,0,2,2726,308,3104,0.6747132738431295,0.5319340229034424,9,False
IN-Abs:1409:reference:chunk-0001,IN-Abs:1409:reference,1409,IN-Abs,train,77710481099cb0888dd9c422981a31fb0c006ca20b8d729ed32132609c12f5db,1,2,1390,675,2135,0.6630757135503432,0.5114456415176392,17,False
IN-Abs:141:reference:chunk-0000,IN-Abs:141:reference,141,IN-Abs,train,d216ab06183326e49a9910ea74f0bf1b909241ed77bd9a0641c1a411477ed8a6,0,3,2761,85,2916,0.8132283985614777,0.7477560639381409,2,False
IN-Abs:141:reference:chunk-0001,IN-Abs:141:reference,141,IN-Abs,train,d216ab06183326e49a9910ea74f0bf1b909241ed77bd9a0641c1a411477ed8a6,1,3,2755,282,3107,0.6404924765229225,0.34308263659477234,4,False
IN-Abs:141:reference:chunk-0002,IN-Abs:141:reference,141,IN-Abs,train,d216ab06183326e49a9910ea74f0bf1b909241ed77bd9a0641c1a411477ed8a6,2,3,969,102,1141,0.721380352973938,0.6724694967269897,2,False
IN-Abs:1410:reference:chunk-0000,IN-Abs:1410:reference,1410,IN-Abs,train,4bafe7891cc223a6603af5ad0c5071d399bf88d298b4c4e08d43819f59465283,0,1,2434,280,2784,0.5786819731195768,0.29636549949645996,12,False
IN-Abs:1411:reference:chunk-0000,IN-Abs:1411:reference,1411,IN-Abs,train,28b76b431e12597fe0d19e987143186cc1d8a625052626f8ebbd28a0c537bab9,0,5,2709,409,3188,0.5943789333105087,0.3551509380340576,8,False
IN-Abs:1411:reference:chunk-0001,IN-Abs:1411:reference,1411,IN-Abs,train,28b76b431e12597fe0d19e987143186cc1d8a625052626f8ebbd28a0c537bab9,1,5,2769,425,3264,0.7979250152905782,0.7039687633514404,3,False
IN-Abs:1411:reference:chunk-0002,IN-Abs:1411:reference,1411,IN-Abs,train,28b76b431e12597fe0d19e987143186cc1d8a625052626f8ebbd28a0c537bab9,2,5,2792,319,3181,0.7477489369256156,0.5159583687782288,7,False
IN-Abs:1411:reference:chunk-0003,IN-Abs:1411:reference,1411,IN-Abs,train,28b76b431e12597fe0d19e987143186cc1d8a625052626f8ebbd28a0c537bab9,3,5,2643,99,2812,0.6593615015347799,0.5054867267608643,3,False
IN-Abs:1412:reference:chunk-0000,IN-Abs:1412:reference,1412,IN-Abs,train,16abd6cd43d79439688d07366487bb3a21453987c3fb9861b842fb8515e7d03a,0,1,1169,234,1473,0.523065017329322,0.3046330213546753,9,False
IN-Abs:1413:reference:chunk-0000,IN-Abs:1413:reference,1413,IN-Abs,train,5651d97317afb2aea1ef283942d0929bbaaf810c2e723bbf9367b8b3ac713722,0,2,2766,207,3043,0.6162499040365219,0.20585060119628906,8,False
IN-Abs:1413:reference:chunk-0001,IN-Abs:1413:reference,1413,IN-Abs,train,5651d97317afb2aea1ef283942d0929bbaaf810c2e723bbf9367b8b3ac713722,1,2,2027,156,2253,0.5517928674817085,0.39203301072120667,4,False
IN-Abs:1414:reference:chunk-0000,IN-Abs:1414:reference,1414,IN-Abs,train,67b5ccf8131f3f5c8ae948b05690331e376ebaa1d7d45f4570a8bfaa7a41e5c8,0,2,2799,521,3390,0.7308234721422195,0.6156254410743713,8,False
IN-Abs:1415:reference:chunk-0000,IN-Abs:1415:reference,1415,IN-Abs,train,4b78259b4034a4343c1c86be103636efbb7e9aee50de22d7691e2d66ff37b920,0,2,2705,498,3273,0.6501431890896389,0.49238067865371704,14,False
IN-Abs:1416:reference:chunk-0000,IN-Abs:1416:reference,1416,IN-Abs,train,35e0bbf2f1f0d06cd96271157efe56a9d759cb6977c0874d8e72bb69ea99fcf2,0,5,2778,340,3188,0.521929731965065,0.26662302017211914,10,False
IN-Abs:1416:reference:chunk-0001,IN-Abs:1416:reference,1416,IN-Abs,train,35e0bbf2f1f0d06cd96271157efe56a9d759cb6977c0874d8e72bb69ea99fcf2,1,5,2790,197,3057,0.565677285194397,0.26972848176956177,5,False
IN-Abs:1416:reference:chunk-0002,IN-Abs:1416:reference,1416,IN-Abs,train,35e0bbf2f1f0d06cd96271157efe56a9d759cb6977c0874d8e72bb69ea99fcf2,2,5,2767,217,3054,0.5941810756921768,0.32258111238479614,8,False
IN-Abs:1416:reference:chunk-0003,IN-Abs:1416:reference,1416,IN-Abs,train,35e0bbf2f1f0d06cd96271157efe56a9d759cb6977c0874d8e72bb69ea99fcf2,3,5,2778,123,2971,0.4847605327765147,0.37551984190940857,6,False
IN-Abs:1417:reference:chunk-0000,IN-Abs:1417:reference,1417,IN-Abs,train,c2a77929036ba0922d447c5b9cc2b2e6fed98dd8e498143701e519afa22daf3a,0,2,2737,239,3046,0.5832572802901268,0.23372668027877808,8,False
IN-Abs:1417:reference:chunk-0001,IN-Abs:1417:reference,1417,IN-Abs,train,c2a77929036ba0922d447c5b9cc2b2e6fed98dd8e498143701e519afa22daf3a,1,2,1892,284,2246,0.4742393975074475,0.32384517788887024,13,False
IN-Abs:1418:reference:chunk-0000,IN-Abs:1418:reference,1418,IN-Abs,train,07b1129a320ff1f7cb0914f98579845c5ae779e6f5fe6471abaa827d698600f8,0,2,2796,274,3140,0.5710345655679703,0.2946622371673584,12,False
IN-Abs:1418:reference:chunk-0001,IN-Abs:1418:reference,1418,IN-Abs,train,07b1129a320ff1f7cb0914f98579845c5ae779e6f5fe6471abaa827d698600f8,1,2,1533,141,1744,0.6683961987495423,0.5406805276870728,5,False
IN-Abs:1419:reference:chunk-0000,IN-Abs:1419:reference,1419,IN-Abs,train,350f72fb91caf66c3953e3e810e730be2b041ea290f4726237f72c3b4d1418c3,0,2,2750,164,2984,0.7201064825057983,0.661399781703949,3,False
IN-Abs:1419:reference:chunk-0001,IN-Abs:1419:reference,1419,IN-Abs,train,350f72fb91caf66c3953e3e810e730be2b041ea290f4726237f72c3b4d1418c3,1,2,1997,105,2172,0.6448653340339661,0.5473407506942749,4,False
IN-Abs:142:reference:chunk-0000,IN-Abs:142:reference,142,IN-Abs,train,5d2644a91f383ca91204f29ee842438fb588aa219637f4a66baa0ea5a9b4fc1f,0,2,2796,576,3442,0.6814405421415964,0.29484790563583374,12,False
IN-Abs:142:reference:chunk-0001,IN-Abs:142:reference,142,IN-Abs,train,5d2644a91f383ca91204f29ee842438fb588aa219637f4a66baa0ea5a9b4fc1f,1,2,872,40,982,0.5365753273169199,0.3416607677936554,3,False
IN-Abs:1420:reference:chunk-0000,IN-Abs:1420:reference,1420,IN-Abs,train,1ea47298604f5547e27577a956dcba405b20cb1e3ddc3e8419012144c518ef6b,0,1,1281,309,1660,0.6726873914400736,0.4609190821647644,9,False
IN-Abs:1421:reference:chunk-0000,IN-Abs:1421:reference,1421,IN-Abs,train,aef2c9526cc918eedd030cf0426fbe60377ddd0623dcc0367a78d151640739fd,0,2,2781,177,3028,0.6091683705647787,0.31690511107444763,6,False
IN-Abs:1421:reference:chunk-0001,IN-Abs:1421:reference,1421,IN-Abs,train,aef2c9526cc918eedd030cf0426fbe60377ddd0623dcc0367a78d151640739fd,1,2,2404,188,2662,0.5834545961448124,0.28084346652030945,7,False
IN-Abs:1422:reference:chunk-0000,IN-Abs:1422:reference,1422,IN-Abs,train,9859b42f388d3dfd534de389b58a6aa0af16c78d81d4fd5730564092628eda03,0,2,2785,457,3312,0.6953707933425903,0.28130775690078735,8,False
IN-Abs:1422:reference:chunk-0001,IN-Abs:1422:reference,1422,IN-Abs,train,9859b42f388d3dfd534de389b58a6aa0af16c78d81d4fd5730564092628eda03,1,2,2099,316,2485,0.7573631703853607,0.6430401802062988,4,False
IN-Abs:1423:reference:chunk-0000,IN-Abs:1423:reference,1423,IN-Abs,train,b8e91222ced79e021c3b881073cfdb1b515aae0b19a686507638b22f6038eaa3,0,4,2796,298,3164,0.6544832719696893,0.36628490686416626,9,False
IN-Abs:1423:reference:chunk-0001,IN-Abs:1423:reference,1423,IN-Abs,train,b8e91222ced79e021c3b881073cfdb1b515aae0b19a686507638b22f6038eaa3,1,4,2789,197,3056,0.5450179065976825,0.24127474427223206,7,False
IN-Abs:1423:reference:chunk-0002,IN-Abs:1423:reference,1423,IN-Abs,train,b8e91222ced79e021c3b881073cfdb1b515aae0b19a686507638b22f6038eaa3,2,4,2758,123,2951,0.6563727378845214,0.6010257005691528,5,False
IN-Abs:1424:reference:chunk-0000,IN-Abs:1424:reference,1424,IN-Abs,train,c18c8704b8669024c982f5d592aa257bdf360c6596641813f4d70059aedcd7d7,0,1,1642,323,2035,0.5541357271946393,0.2117556482553482,13,False
IN-Abs:1425:reference:chunk-0000,IN-Abs:1425:reference,1425,IN-Abs,train,3cbc62b3d1d852e4c1dc17a0d680a27036a6dbe4d6f528c9fde89d6b25b9e905,0,2,2496,401,2967,0.6883921298113737,0.5629484057426453,11,False
IN-Abs:1425:reference:chunk-0001,IN-Abs:1425:reference,1425,IN-Abs,train,3cbc62b3d1d852e4c1dc17a0d680a27036a6dbe4d6f528c9fde89d6b25b9e905,1,2,2387,192,2649,0.7063306868076324,0.6884266138076782,2,False
IN-Abs:1426:reference:chunk-0000,IN-Abs:1426:reference,1426,IN-Abs,train,89ca01c91dcfe154beac5894fcfe60e9af8d8ca8670d8ae02e7bb8c9773d03ea,0,4,2754,216,3040,0.5735887810587883,0.20236462354660034,8,False
IN-Abs:1426:reference:chunk-0001,IN-Abs:1426:reference,1426,IN-Abs,train,89ca01c91dcfe154beac5894fcfe60e9af8d8ca8670d8ae02e7bb8c9773d03ea,1,4,2780,240,3090,0.7679707705974579,0.7128027081489563,4,False
IN-Abs:1426:reference:chunk-0002,IN-Abs:1426:reference,1426,IN-Abs,train,89ca01c91dcfe154beac5894fcfe60e9af8d8ca8670d8ae02e7bb8c9773d03ea,2,4,2779,203,3052,0.8605213165283203,0.8458053469657898,2,False
IN-Abs:1427:reference:chunk-0000,IN-Abs:1427:reference,1427,IN-Abs,train,4c077d64df810d88c3588f272e6b56bcaa86935398daf63016f5bfed1db29baf,0,3,2771,629,3470,0.5018034474603061,0.20152781903743744,29,False
IN-Abs:1427:reference:chunk-0001,IN-Abs:1427:reference,1427,IN-Abs,train,4c077d64df810d88c3588f272e6b56bcaa86935398daf63016f5bfed1db29baf,1,3,2792,397,3259,0.6276068141063055,0.2820444703102112,12,False
IN-Abs:1427:reference:chunk-0002,IN-Abs:1427:reference,1427,IN-Abs,train,4c077d64df810d88c3588f272e6b56bcaa86935398daf63016f5bfed1db29baf,2,3,1284,151,1505,0.5214818070332209,0.21862557530403137,6,False
IN-Abs:1429:reference:chunk-0000,IN-Abs:1429:reference,1429,IN-Abs,train,89ff1baa1dc106f208e9be9bd0660be6377010ef5fb62c9bbd73c30e372bc522,0,4,2719,316,3105,0.5977622836828231,0.26580509543418884,10,False
IN-Abs:1429:reference:chunk-0001,IN-Abs:1429:reference,1429,IN-Abs,train,89ff1baa1dc106f208e9be9bd0660be6377010ef5fb62c9bbd73c30e372bc522,1,4,2799,343,3212,0.711424358189106,0.6133999228477478,8,False
IN-Abs:1429:reference:chunk-0003,IN-Abs:1429:reference,1429,IN-Abs,train,89ff1baa1dc106f208e9be9bd0660be6377010ef5fb62c9bbd73c30e372bc522,3,4,1451,147,1668,0.45929657220840453,0.22078251838684082,5,False
IN-Abs:143:reference:chunk-0000,IN-Abs:143:reference,143,IN-Abs,train,ef8e3e183f38ca5c1eb0a217f20a8ced1c903fa1f8f30bbbde2c864e6657108a,0,2,2793,222,3085,0.7748504281044006,0.6050148010253906,3,False
IN-Abs:143:reference:chunk-0001,IN-Abs:143:reference,143,IN-Abs,train,ef8e3e183f38ca5c1eb0a217f20a8ced1c903fa1f8f30bbbde2c864e6657108a,1,2,857,81,1008,0.837879478931427,0.837879478931427,1,False
