model_label,partition,case_key,rouge1_f1,rouge2_f1,rougeL_f1,bertscore_precision,bertscore_recall,bertscore_f1,citation_source_support,predicted_citation_count,number_source_support,predicted_number_count,latency_seconds,generated_tokens,peak_gpu_memory_gib,tokens_per_second
qlora,test_in_abs,IN-Abs::4641::d2af8a30992d4c514c17f386564408f78bee2badaeb11b846e65f222cc5356be,0.6455331412103746,0.40733944954128437,0.33115011789363374,0.844992,0.86148775,0.8531288,0.6956521739130435,23,0.9444444444444444,36,149.64765923842788,2864,6.75892448425293,19.138287993111195
qlora,test_in_abs,IN-Abs::4782::2ffff77893a95657b99bb0697db5eb988d2656741082798acdb930db10958c19,0.7595959595959595,0.5920431557653406,0.41885521885521887,0.870717,0.85490096,0.8626581,1.0,2,0.8888888888888888,9,46.149899321608245,882,6.766290664672852,19.11163432564697
qlora,test_in_abs,IN-Abs::5248::5e1749bcbf050f4209ab8096ce31e23e3066c8425145f4f0abc2eba63c9c784b,0.4812606473594549,0.2728047740835464,0.25383304940374785,0.8047574,0.8113192,0.8078801,1.0,0,1.0,12,79.84791824268177,1536,6.765655517578125,19.236569140495753
qlora,test_in_abs,IN-Abs::5538::381ec643fe8b2ca8982788e76fa9817e316454ead043d8d2b32e7e5c37c88503,0.49013308857273974,0.2875516766192008,0.24965580541532814,0.8043809,0.82718164,0.8155646,1.0,0,0.6515151515151515,66,119.64974752534181,2304,6.767910480499268,19.25620444382478
qlora,test_in_abs,IN-Abs::5994::e397048d6aca757b3dc182ee3146e38c1f5f08bd81a3316725e012e969c24ba6,0.5744680851063829,0.38324175824175827,0.4172958133150309,0.8318834,0.8378079,0.8347835,0.5714285714285714,14,0.6666666666666666,30,120.69908028515056,2304,6.75410795211792,19.088794997913983
qlora,test_in_abs,IN-Abs::6778::5b1b2365b36ec8b07d7ba9d760cc0934954f4a9e24563e5ff66b0c2610848fd2,0.7739394514567713,0.5273348519362187,0.3423175476890956,0.83373237,0.828356,0.8309957,0.7126436781609196,87,0.72,125,770.4320259564556,14592,6.771440029144287,18.940022621573537
qlora,test_in_abs,IN-Abs::6881::628c6ac17d5a3f76de5f2f0de40c04afba79635a8603afd556f72c69a334813f,0.699225729600953,0.5044722719141324,0.372840976771888,0.85519046,0.83937544,0.8471596,0.75,4,0.75,20,62.56968284677714,1178,6.759555816650391,18.827009286346044
qlora,test_in_abs,IN-Abs::690::3fe5b52594ca43da973a136562269c11dceb1f0d4d9c29ceca36cd63c1feb85c,0.7077669902912622,0.4509232264334305,0.35922330097087385,0.864145,0.8543719,0.85913295,0.9,10,1.0,26,67.65918280882761,1276,6.769514083862305,18.85922866679256
qlora,test_in_abs,IN-Abs::7109::41e98b5ccb4b3b16cc78a61979984d92cb877f76f04635e02a72cfae1c967146,0.6180944755804643,0.3929430633520449,0.37630104083266613,0.856066,0.85079813,0.8534117,0.7142857142857143,7,0.9473684210526315,19,43.75074863387272,823,6.761467933654785,18.811106682705233
qlora,test_in_abs,IN-Abs::7130::c41f9524cf3b536d7e6fc52186a0a9cc6cfad940da81f4118bb3d0152ac5c2cf,0.7282843894899537,0.5214970615527373,0.4587326120556415,0.86058164,0.8698995,0.8651722,0.90625,32,0.6923076923076923,26,122.76543630007654,2304,6.7656636238098145,18.767497346470666
qlora,test_in_ext_expert,IN-Ext::1963_S_59::500b861382648634c74d1e808804710df96c13ad8c47a01224efaec29ff29871,0.6471793957757775,0.3080488457081736,0.2636482206074157,0.8142995,0.82504576,0.8195564,0.75,32,0.6956521739130435,69,413.7503765327856,7838,6.7714385986328125,18.943789406748532
qlora,test_in_ext_expert,IN-Ext::1971_S_1::b0ff2f44ab92330653d2464772ed6277e8073e2679e4709b6a721b5428baf503,0.5887276785714286,0.3919597989949749,0.38058035714285715,0.82818574,0.8485755,0.8382018,0.6111111111111112,18,0.9032258064516129,31,155.35373912239447,2945,6.770780086517334,18.95673716407817
qlora,test_in_ext_expert,IN-Ext::1973_S_68::f6a5bbb51ff34c299146cb4c07394a46bf99610d0e904ede7f44a8289515b258,0.713507312876398,0.4793082149474985,0.40952107829079437,0.8466405,0.85258704,0.8495891,0.8333333333333334,6,0.8125,32,124.05706185102463,2339,6.770792484283447,18.85422695895229
qlora,test_in_ext_expert,IN-Ext::1980_W_3::470a4b7fea211f81fdef931b0265dbdaa8ae36de4d14fddbb47349e46b4d1b37,0.5917423333904402,0.40514138817480716,0.3213979784135686,0.82329404,0.8364923,0.8297721,1.0,3,0.696969696969697,33,244.64196350658312,4607,6.770798206329346,18.831601635162762
qlora,test_in_ext_expert,IN-Ext::1987_M_123::4d25f52ac028188db168ddc11b70ed699de4a173595400b21c674355cf286d2e,0.6628227625971421,0.42997925311203317,0.4126490409538621,0.80223835,0.81688017,0.8093134,0.5294117647058824,17,0.7857142857142857,70,202.99881999986246,3840,6.7707929611206055,18.91636611485033
qlora,test_in_ext_expert,IN-Ext::1989_A_55::2883df502e9733a0d3384a11fbe4df7b69af7c833b57530b418b6b068e5ec7c4,0.6229029905178701,0.46861313868613136,0.4536834427425237,0.83753914,0.8622285,0.84964514,1.0,4,0.5555555555555556,9,109.21683402219787,2066,6.770798206329346,18.916497795386505
qlora,test_in_ext_expert,IN-Ext::1994_S_246::b44bd4db358c37e39c7e7e0aa03ffa1789597cbf8c236b6a349e4b1ea72386c2,0.6336581511719779,0.4500658761528327,0.318145904661575,0.80374193,0.8203313,0.81192267,1.0,2,0.8157894736842105,38,157.137664812617,2970,6.7707953453063965,18.900624516354213
qlora,test_in_ext_expert,IN-Ext::1995_S_317::21e2890ec9b93df4d15ca56f130e3e73ed787986c00805ba753a64b8d1c17411,0.576560659599529,0.27047731290512667,0.2744405182567727,0.80678105,0.8178103,0.8121489,0.625,8,0.7962962962962963,54,162.65790224447846,3063,6.77079439163208,18.830932636744834
qlora,test_in_ext_expert,IN-Ext::1996_B_72::04deed9b3428da8cab87dbcf7c27c1ae88df95f6d1141bcf5646577d4a99bc85,0.7480076944215442,0.5768490514160022,0.48072562358276644,0.8527913,0.8730589,0.86266875,0.5,10,0.726027397260274,73,161.42858161311597,3072,6.770798206329346,19.03008729496513
qlora,test_in_ext_expert,IN-Ext::2000_V_80::2ea3381bf7b2dca0261810570b8a4c6aadc5cb547d84748594fcc7aca6f9dbe6,0.7516314779270634,0.5877833269304648,0.5543186180422265,0.8797269,0.8544845,0.8668806,0.75,8,1.0,20,74.02175224199891,1419,6.723280906677246,19.170040657249928
qlora,test_in_ext_expert,IN-Ext::2001_A_234::4e131d698d18349e7c8dbc9efdeb0d1315aa25b9534f4a0671f98e9d16a14765,0.7676300578034682,0.5627530364372471,0.5317919075144508,0.8706382,0.87323946,0.8718232,0.5,8,0.92,25,114.09463960118592,2187,6.727148056030273,19.1682975435532
qlora,test_in_ext_expert,IN-Ext::2004_I_24::a9a182a027438684f1db5c52a52eeba572279194987e1fe444899f1c6ee291b4,0.5991561181434598,0.35334934614358154,0.25340090690850897,0.80232155,0.82929325,0.8153946,0.625,8,0.6857142857142857,35,169.0637153601274,3220,6.70115327835083,19.046073802063248
qlora,test_in_ext_expert,IN-Ext::2007_B_76::7137424d936577bc7ef028727df71f80f24f161c5f309b46d08e3b3b0ad3ee6f,0.5995661605206074,0.4422743055555555,0.3631236442516269,0.820421,0.8357318,0.8278904,0.6666666666666666,3,0.8333333333333334,12,201.75159959448501,3840,6.770798206329346,19.033306341651272
qlora,test_in_ext_expert,IN-Ext::2007_C_121::633756b0c46a77ea914ee2e8b7bb850657094b6e38992045f9302350ed5997d8,0.5616304134822653,0.34816702607331895,0.3153660498793242,0.8042714,0.8167797,0.8104174,0.3333333333333333,3,0.8148148148148148,27,206.71875816071406,3915,6.770798206329346,18.938774762550928
qlora,test_in_ext_expert,IN-Ext::2007_S_608::9aea50284d6950b9462467b2380600f4f2bd7af1f5c34e6191fe4df8edb28bf7,0.6638069705093834,0.4584647739221872,0.41806722689075637,0.8462626,0.83160764,0.8387104,0.7142857142857143,7,0.8,30,59.127316838130355,1114,6.7679057121276855,18.84069935136305
qlora,test_in_ext_expert,IN-Ext::2008_S_1411::5b65c330d4d18b739c8c94f11531d58057d2ee330296ae7bb171f71732d2ad06,0.6915972065780581,0.4493778970480605,0.32236039990246285,0.8227765,0.8303765,0.82634467,0.782608695652174,23,0.8292682926829268,82,176.2313470686786,3329,6.770796775817871,18.88994242722701
qlora,test_in_ext_expert,IN-Ext::2009_B_16::b7ea156ff20abedd66df02b9b0bd4845dc12ef7dca9251855afc4612581c0de6,0.5362903225806451,0.3517148621385339,0.2977150537634409,0.82103014,0.80528325,0.8129348,0.3333333333333333,3,0.47761194029850745,67,121.65953945135698,2304,6.733890533447266,18.93809569221003
qlora,test_in_ext_expert,IN-Ext::2009_S_146::fc85527328cb6361bcd997382d3f2d0073078e3953b885bcf2465feb8d274644,0.5176184690157959,0.3031776350060775,0.33362263495920846,0.7935241,0.81201905,0.80227894,0.5,4,0.8695652173913043,23,196.4926310516894,3715,6.770777225494385,18.90656143243729
qlora,test_in_ext_expert,IN-Ext::2010_J_55::817d94b8fdafb8a57289ef77f479cf682e076bc8c38bbd35d582dbc8a909c440,0.5343613811599061,0.3625083836351442,0.3416024136775059,0.81067425,0.8388397,0.82433987,0.5833333333333334,12,1.0,47,276.7148456564173,5239,6.770798206329346,18.93284759468597
qlora,test_in_ext_expert,IN-Ext::2010_S_431::537683fb7e76c2575884570c02e7ff17c001295225b860d91a6ad3023e59c7f7,0.24317045017314354,0.11166730843280709,0.15159676798768756,0.7453561,0.7938777,0.76872396,0.0,2,1.0,15,129.72490810742602,2441,6.770798206329346,18.816741022306932
qlora,test_in_ext_expert,IN-Ext::2012_S_270::a8d9b777ee3a278dd00c14095417c202a7b025cac0d9d7a95aad3397bdf11c5e,0.5187995860641601,0.3224024853296514,0.36633321835115557,0.81002647,0.82358074,0.81609035,1.0,6,1.0,14,99.93051556358114,1884,6.694736480712891,18.85309997026182
qlora,test_in_ext_expert,IN-Ext::2014_J_33::d39642061bd78145e01ee1d705e8cf3240c7b92be2737fdd1fdf083cdec9f161,0.5073972602739726,0.3053728070175438,0.2708505367464905,0.8206256,0.8495307,0.8341874,0.1875,16,0.6813186813186813,91,202.60124606220052,3840,6.770798206329346,18.953486588236892
qlora,test_in_ext_expert,IN-Ext::2014_R_41::de8d94647c3c65dae9ebc41463ac222981f351fe0fbbc329636b0307949c3f42,0.4100735457989748,0.24838350055741362,0.23178069979942056,0.7888145,0.82351744,0.8055846,0.25,4,0.47959183673469385,98,242.0514968931675,4608,6.770785808563232,19.037271238334046
qlora,test_in_ext_expert,IN-Ext::2015_J_10::48e8a529e6123176b1fadd426cd8cc3c3a6134662fdf18d463c2d8d8d5118667,0.6481916392672616,0.4250117536436295,0.4077031470173791,0.84590626,0.82354087,0.8345235,1.0,8,1.0,17,64.12210386991501,1215,6.762439727783203,18.948224195277177
qlora,test_in_ext_expert,IN-Ext::2015_S_368::f576f903a98829ed629db3c001f40dd5f95f099aeb62a52bccbfab33a320ff94,0.6107125777140124,0.41052631578947363,0.3371592539454807,0.8108577,0.82882726,0.8195837,0.75,8,0.9120879120879121,91,201.5321836117655,3840,6.770798206329346,19.054028647838358
qlora,test_uk_abs,UK-Abs::uksc-2010-0106::6d834ef33c6c3672ee3820c2f628f51f47fd51bff65a33e1be1b2f1573e0e12e,0.2056145675265554,0.12995636501612595,0.10110015174506827,0.76856524,0.8301616,0.7980581,0.7142857142857143,21,0.8026315789473685,76,647.9818400661461,12288,6.769835948944092,18.96349440710505
qlora,test_uk_abs,UK-Abs::uksc-2010-0236::50e59eea8a45f406561c4e3b28405f25b185aef70b95da07d1b76c7b822b8360,0.3902777777777778,0.15470125057897174,0.1648148148148148,0.78300977,0.82066655,0.8012909,0.84,25,0.8611111111111112,72,242.94808008242399,4608,6.770477771759033,18.967015497453872
qlora,test_uk_abs,UK-Abs::uksc-2011-0046::acfbe1b330a3146bfd740eac49a0b0b08571c7eb31d9b0ceba4a3c3eae486aa4,0.6088071825566481,0.34488660676080446,0.2445489525438221,0.81855744,0.8441604,0.83112663,1.0,2,1.0,26,94.65150100644678,1793,6.765655994415283,18.943175553844387
qlora,test_uk_abs,UK-Abs::uksc-2011-0089::06485f7050ee52096d18ee5930a6bb1802815adae5cadc96483ed8321096b867,0.24656478746629,0.1233140655105973,0.12482342365480929,0.7663464,0.8196809,0.7920069,0.6666666666666666,12,0.5857142857142857,70,432.69800104992464,8237,6.771439552307129,19.03637174198458
qlora,test_uk_abs,UK-Abs::uksc-2011-0115::a73c468ec8a6ec844b682366398da077146d64fe643533d5e882a9cfaee9d874,0.2576541931666913,0.12131972185234502,0.1209880195237391,0.778813,0.8283548,0.80266356,0.875,16,0.8061224489795918,98,404.85191796533763,7680,6.7656636238098145,18.969899015416154
qlora,test_uk_abs,UK-Abs::uksc-2012-0007::0ada8c2554db1807e5507a79095239149c23944886a018d9a61c648b728c340c,0.6391848077813804,0.31154381084840055,0.2658638258452988,0.8327365,0.8440749,0.8383245,1.0,9,1.0,16,80.91611139662564,1536,6.765326499938965,18.982622539422405
qlora,test_uk_abs,UK-Abs::uksc-2012-0072::107900182af60d1f7367bfdcd137c04da23a780dc524c554d6a62f38de0e0dd1,0.5338575797291394,0.229995627459554,0.28309305373525556,0.8175074,0.8256176,0.82146657,0.7857142857142857,14,0.9629629629629629,27,80.80542550422251,1536,6.770795822143555,19.00862461171912
qlora,test_uk_abs,UK-Abs::uksc-2012-0179::9fbd5e7df1a4a2e267f1cfffa840a4df1eb534e3fc87d2639b89efde46dc1854,0.44449950445986125,0.22161626177491325,0.17641228939544104,0.8040975,0.84329647,0.8231735,0.9,10,0.9814814814814815,54,207.08800886943936,3907,6.769835948944092,18.866374839033803
qlora,test_uk_abs,UK-Abs::uksc-2012-0247::b2ab1cb838c3f368af7838586310b7ef33c4d9fc2f7ff7718b21146ea8e16f94,0.3362556010130528,0.14811927499512764,0.15156828365478278,0.7890385,0.8196719,0.8040347,0.9411764705882353,17,0.6666666666666666,36,259.42999709490687,4914,6.769514560699463,18.941525864498697
qlora,test_uk_abs,UK-Abs::uksc-2012-0249::c903dad3ca6ef5c2a5e61ca70b969b894990df0053800d4b2d1cc3395b100943,0.2508953634691704,0.1473521154032336,0.1111218662278579,0.776729,0.83387274,0.8041381,0.9411764705882353,34,0.7593984962406015,133,624.7958392794244,11786,6.771761417388916,18.863761982782673
qlora,test_uk_abs,UK-Abs::uksc-2013-0006::15264906718194ed547fb1905d286f243db0245af454fa079cacb30c8372ee2b,0.32786293958521195,0.15262493234710445,0.1568981064021641,0.7888698,0.8283101,0.8080435,1.0,6,1.0,51,276.6528400541283,5170,6.770469665527344,18.687680918036
qlora,test_uk_abs,UK-Abs::uksc-2013-0057::df7dbb11a64828949d089acccc1ac0dc2b5c6e239c4ac3fe48c62a73890c6186,0.12140100920154348,0.06620157340062344,0.05446720094983675,0.7589335,0.8228248,0.78944474,0.8823529411764706,17,0.5517241379310345,87,845.8986601675861,15945,6.771440029144287,18.849775689254596
qlora,test_uk_abs,UK-Abs::uksc-2013-0161::e3fd7b41504ab0e62e1c9cb9df53c197340c2dfc4a2f12ef93b1c0d03787bec2,0.6041317699609157,0.34860335195530723,0.3551088777219431,0.85021985,0.85242605,0.8512656,0.7777777777777778,9,1.0,29,138.24357267981395,2624,6.770798206329346,18.980990936030338
qlora,test_uk_abs,UK-Abs::uksc-2013-0243::2ecdedce96c24849972366d10d71e33425ab5b31521ddc4ae543088a7c0a12f1,0.27969556944821966,0.155247417074497,0.13019842348464258,0.78973985,0.8247094,0.80680054,1.0,21,1.0,42,405.0362363513559,7680,6.771440029144287,18.96126645157212
qlora,test_uk_abs,UK-Abs::uksc-2014-0087::6ec8e652da6d2a0b78bdefaa8ff48d4556f98eedd1850aa76276d21074ed3dac,0.3243076923076923,0.14963054187192118,0.1593846153846154,0.79605967,0.8367746,0.8158617,1.0,8,1.0,18,163.75045932875946,3072,6.770155429840088,18.760252719855824
qlora,test_uk_abs,UK-Abs::uksc-2014-0110::844a5bf074042a3d6656190a9f541098e77f4e6da751d415d0aa76a61a5c698c,0.47138047138047134,0.19468363908648448,0.19453797231575004,0.7927551,0.8140491,0.80324763,0.75,8,0.7407407407407407,27,121.78337992820889,2304,6.7707977294921875,18.918837704768947
qlora,test_uk_abs,UK-Abs::uksc-2014-0231::bdfd9d974be43e428299df13766285ec06a0a8ed5d62acd4e0c5860915481342,0.34203148587448784,0.1859762675296656,0.1699374595643735,0.7882658,0.83105826,0.80903053,0.7222222222222222,18,0.7222222222222222,18,244.74934483040124,4608,6.769514560699463,18.827425271324458
qlora,test_uk_abs,UK-Abs::uksc-2015-0216::5d453e55a12700094c3ebdf17b2b6126d8544e98ad062c43fa171221f370bd8f,0.44596912521440824,0.2581496634551934,0.19765140519857502,0.8021366,0.838824,0.82000774,0.9636363636363636,55,0.6883116883116883,77,389.6979443016462,7378,6.76919412612915,18.9326120598908
qlora,test_uk_abs,UK-Abs::uksc-2015-0238::d1010595eaea995fcfa56711d49f72eb959da6f68ad7b60a2438fdd82385b087,0.4567188788128607,0.2078636238658235,0.21434460016488047,0.81323713,0.8434821,0.8280402,1.0,18,1.0,21,156.3406294444576,2990,6.770477294921875,19.124907009935274
qlora,test_uk_abs,UK-Abs::uksc-2017-0040::f7461af23cc73802e557425db39323be30cc4587f938bb5b564f0d626a0a80d0,0.6480331262939958,0.35233160621761667,0.34161490683229817,0.8568777,0.8687584,0.8627531,1.0,4,1.0,46,75.86434351792559,1436,6.766305446624756,18.928523380166006
qlora,test_uk_abs,UK-Abs::uksc-2017-0160::b10ad26998a4809b1eef406d35c9932b1b7c174a3742c7ee795ff04be9a1f7e9,0.4515575878822521,0.21790105804975693,0.2092026293226636,0.79704076,0.82100356,0.8088191,0.9411764705882353,17,0.8333333333333334,24,162.27359203156084,3072,6.76919412612915,18.930991552849353
qlora,test_uk_abs,UK-Abs::uksc-2017-0214::9d113111c3a6dd5a2709bf92b40ee414250218aeea308d4caf5a03f619b74c3c,0.3510655090765588,0.2179062055897679,0.19321231254932913,0.794969,0.83552015,0.8146372,0.7777777777777778,9,0.5,56,327.6433921586722,6187,6.770793914794922,18.883335199397948
qlora,test_uk_abs,UK-Abs::uksc-2018-0099::c95c7842a75fcb701889ceaec89add80ed2a8b6e325487c9225c41c32dc3e9ea,0.3843416370106762,0.14956296536095823,0.18699450016175995,0.7973838,0.8268002,0.8117849,1.0,6,0.875,16,131.86675778450444,2493,6.765985012054443,18.905446997294344
qlora,test_uk_abs,UK-Abs::uksc-2018-0164::335448f00a2fc7df175d8904870b915a9c92736a1b73f6f48d969ea9712c1022,0.6610169491525424,0.3609802073515551,0.3549905838041431,0.8500558,0.8414931,0.84573257,1.0,1,0.9130434782608695,23,71.10681618377566,1340,6.7666096687316895,18.84488818254453
qlora,test_uk_abs,UK-Abs::uksc-2020-0042::d155e79929fc1adcd03bfcaf9c8e0ed29795e466e78716044f739e9dac78ce17,0.34501037105323806,0.18533886583679116,0.14219866328647154,0.780378,0.819512,0.7993471,0.8,25,1.0,45,459.19081811001524,8713,6.771440029144287,18.974682542351044
