case_id,dataset,split,filename,judgment_member,judgment_encoding,judgment_hash,summary_count,judgment_characters,judgment_words,judgment_sentences,judgment_approx_tokens
6215,IN-Abs,train,6215.txt,dataset/IN-Abs/train-data/judgement/6215.txt,utf-8,dbd0fa81b10b0f6aaaf9f60c7ebce87f76818f9686eee5157d1ae5a1f496db65,1,12978,2268,91,2948
6216,IN-Abs,train,6216.txt,dataset/IN-Abs/train-data/judgement/6216.txt,utf-8,d361bfe46af61711d110a55664f5c41cdb47501a4991b65c1d3b11fc249d04dd,1,28279,4842,182,6295
6232,IN-Abs,train,6232.txt,dataset/IN-Abs/train-data/judgement/6232.txt,utf-8,325ebb74e3dd48d5c658799fdf25d09ab73373ae0529848114d4d1824e570b69,1,5590,1001,63,1301
6234,IN-Abs,train,6234.txt,dataset/IN-Abs/train-data/judgement/6234.txt,utf-8,6a4157b2da633c2b7a52230ac47a76144deb257bd17d66f6fa812c517e5eb51d,1,21013,3701,123,4811
6257,IN-Abs,train,6257.txt,dataset/IN-Abs/train-data/judgement/6257.txt,utf-8,e969b6a449840c21bab432c4083ff25c12929d78b75ea0f7142448d783be9aa7,1,17066,3010,98,3913
6263,IN-Abs,train,6263.txt,dataset/IN-Abs/train-data/judgement/6263.txt,utf-8,95bb73cc5332875bdb783b3a0c4f9c1f824aa3d3df680380d669c11b2a8ded58,1,15325,2710,86,3523
6265,IN-Abs,train,6265.txt,dataset/IN-Abs/train-data/judgement/6265.txt,utf-8,3e395298b8594ebd6db99a623be025c4987ba3cd544173d46059ccf31fcf2a69,1,9588,1692,71,2200
6273,IN-Abs,train,6273.txt,dataset/IN-Abs/train-data/judgement/6273.txt,utf-8,1bb9e70bf48d5d5d2599f3d27bb0dcf694e2e341abd63e710028e416602e09f9,1,9624,1749,100,2274
6278,IN-Abs,train,6278.txt,dataset/IN-Abs/train-data/judgement/6278.txt,utf-8,77fa378fccc61bd98463e6cc3bdbca5753b8f1c008f2e37d8250da6e5ebda0a0,1,87451,15403,656,20024
6279,IN-Abs,train,6279.txt,dataset/IN-Abs/train-data/judgement/6279.txt,utf-8,4e8351685678371cc20c8953ad4c2013f4d226193f463a45897c2e23a9eafc36,1,7988,1440,62,1872
6280,IN-Abs,train,6280.txt,dataset/IN-Abs/train-data/judgement/6280.txt,utf-8,9754969d86230a3c756926e7b1800a19390508895e8b59bda6d94467fed9d7e7,1,9897,1673,79,2175
6282,IN-Abs,train,6282.txt,dataset/IN-Abs/train-data/judgement/6282.txt,utf-8,83c7e55703470ecead3ada88d5082bd533d38858e0e499009c7fe89210491695,1,14160,2536,124,3297
6283,IN-Abs,train,6283.txt,dataset/IN-Abs/train-data/judgement/6283.txt,utf-8,b609f07aae382c76af2e9a7ad3d12397123b30ba58271d43cec325d6f87a3023,1,14668,2679,110,3483
6286,IN-Abs,train,6286.txt,dataset/IN-Abs/train-data/judgement/6286.txt,utf-8,c27b4b34d6f8c4dee3df57f15e7632841b3c3e178f4abf212c58695d628f9b7d,1,26422,4587,192,5963
6294,IN-Abs,train,6294.txt,dataset/IN-Abs/train-data/judgement/6294.txt,utf-8,3637832e4b7c93d3b5fc3bc1e645d89f3956fbff4547329a20cf499f6e7262b1,1,26638,4619,203,6005
6295,IN-Abs,train,6295.txt,dataset/IN-Abs/train-data/judgement/6295.txt,utf-8,84df36f872c1f746381813e443d72bc5d30ca21440e05ce042ebcde309e80a24,1,3558,613,33,797
6297,IN-Abs,train,6297.txt,dataset/IN-Abs/train-data/judgement/6297.txt,utf-8,262774b6b7b218936ae0152f76c234f374b0ef08d8431a9d1174ca2d1cfffb57,1,7634,1383,68,1798
63,IN-Abs,train,63.txt,dataset/IN-Abs/train-data/judgement/63.txt,utf-8,36a1d5b78a1589e371a1430c3f4653bfc24ea906ec39128ef1bce8a8bf7324e2,1,41307,7331,294,9530
6303,IN-Abs,train,6303.txt,dataset/IN-Abs/train-data/judgement/6303.txt,utf-8,e1f33b998d28f3561950a96482858bfa85f476498db91f8f373ebadcca3d5b7c,1,9118,1612,94,2096
6315,IN-Abs,train,6315.txt,dataset/IN-Abs/train-data/judgement/6315.txt,utf-8,dfad24ebeaa58f3c4f26b6c4e0266095ce7f386b95f855f0f8778592b5e1478b,1,12205,2074,101,2696
6323,IN-Abs,train,6323.txt,dataset/IN-Abs/train-data/judgement/6323.txt,utf-8,6d11ddc73750b6bc149426d01254c6b2fdea6e0c48b177a37635dd9708da4fc4,1,35990,6541,205,8503
6325,IN-Abs,train,6325.txt,dataset/IN-Abs/train-data/judgement/6325.txt,utf-8,e9e3014de057d71cfc03c0eb0483fae1761fad90e3d9c93d3e9de1ab275940a7,1,4737,877,37,1140
633,IN-Abs,train,633.txt,dataset/IN-Abs/train-data/judgement/633.txt,utf-8,e074a5b2ee24b76542af17bafd2073a08981e05640d0b5e8d508ac688d84550b,1,24379,4332,213,5632
6331,IN-Abs,train,6331.txt,dataset/IN-Abs/train-data/judgement/6331.txt,utf-8,39615936465111dbe0f5fdbd77f9c9604842261859de2db8d5f822299cf0f0e6,1,11951,2145,105,2788
6332,IN-Abs,train,6332.txt,dataset/IN-Abs/train-data/judgement/6332.txt,utf-8,75d5e0a9aceed7bc7439f5f480934f67b043568ea24b7e11daf88708639a23d4,1,8199,1447,58,1881
6340,IN-Abs,train,6340.txt,dataset/IN-Abs/train-data/judgement/6340.txt,utf-8,08c0195422d4d08962cefa59f435a4bac99a25102de46fddc062e3f5186e4c40,1,6205,1105,49,1436
6344,IN-Abs,train,6344.txt,dataset/IN-Abs/train-data/judgement/6344.txt,utf-8,2eee65ba4d124efb0671705c91560aeebd67c037e5b4dd7aeffddf827f9df926,1,11557,2060,71,2678
6360,IN-Abs,train,6360.txt,dataset/IN-Abs/train-data/judgement/6360.txt,utf-8,3e4ba33158ef366d2f4571a06e9b0c568a98c64c5d4b95cb88bf58cf6060b94b,1,60504,10183,406,13238
6365,IN-Abs,train,6365.txt,dataset/IN-Abs/train-data/judgement/6365.txt,utf-8,9ab2176bfa463da43cfb525c34d47933c88d309e119df4b97ffcd51ea1f34bbc,1,30007,5437,175,7068
6372,IN-Abs,train,6372.txt,dataset/IN-Abs/train-data/judgement/6372.txt,utf-8,34c0ec4d2f135d2e786d74bc916f51d1b28bbe910eea68211e75d17ba064f55d,1,9881,1736,82,2257
6373,IN-Abs,train,6373.txt,dataset/IN-Abs/train-data/judgement/6373.txt,utf-8,8c43a5e0b689f99a760784fc4e0d6040dd0a0dc4729fadd45e68dba846f25f65,1,11129,1947,92,2531
6391,IN-Abs,train,6391.txt,dataset/IN-Abs/train-data/judgement/6391.txt,utf-8,c7b65d6cec76fe4d82e3906ba57993263bdcd305898075bf69534a548065fffb,1,33983,5752,323,7478
640,IN-Abs,train,640.txt,dataset/IN-Abs/train-data/judgement/640.txt,utf-8,6920b1e346d73901aa0250fd3bddbca0bd539cef2425a071302f79eda7d8cd3a,1,31695,5573,219,7245
641,IN-Abs,train,641.txt,dataset/IN-Abs/train-data/judgement/641.txt,utf-8,31b50afcbb55c2be95a66af9d99c7aae7158230e8184ffb0ec0057d41f0f3328,1,130326,22328,788,29026
6415,IN-Abs,train,6415.txt,dataset/IN-Abs/train-data/judgement/6415.txt,utf-8,d15182fcd10332de7969f099351856b144ba4ca2bd03fbb10d2967f1c82c9545,1,134544,23080,1102,30004
6417,IN-Abs,train,6417.txt,dataset/IN-Abs/train-data/judgement/6417.txt,utf-8,33560f12123bd7fb89c22eb1aa563a8cdc5b508770b71fb2588a4447c5f342f9,1,18244,3066,128,3986
6418,IN-Abs,train,6418.txt,dataset/IN-Abs/train-data/judgement/6418.txt,utf-8,5f56f4b300e24433ae4e4fb6a0ae13dc5b02491a804e8263eb58cdd9a5b6e39c,1,16481,2802,126,3643
6420,IN-Abs,train,6420.txt,dataset/IN-Abs/train-data/judgement/6420.txt,utf-8,da01dd7378c7cfd6c4613642790f016e484cbfdb0bd697c06ac41bbbb48c1df6,1,20085,3517,130,4572
6428,IN-Abs,train,6428.txt,dataset/IN-Abs/train-data/judgement/6428.txt,utf-8,374554529e652bfe52a23829542917457b07c70271d2988192c652e0c41bfcf4,1,11357,1987,108,2583
6429,IN-Abs,train,6429.txt,dataset/IN-Abs/train-data/judgement/6429.txt,utf-8,a00af937a1cdd5bb8e209afbbcf6b9fca5007bb5a4a25fc6ca7a88075afde23e,1,17503,3154,146,4100
6435,IN-Abs,train,6435.txt,dataset/IN-Abs/train-data/judgement/6435.txt,utf-8,e04dc2dfb1979588ee4962e410dd93ed4dcdbeb617076415ffc59d106321d60a,1,10350,1813,62,2357
6436,IN-Abs,train,6436.txt,dataset/IN-Abs/train-data/judgement/6436.txt,utf-8,ccf03735624445c4c3098d8cc569527a3c1bfd43eb511dad7b53c4cc1f2d219d,1,38197,6737,304,8758
6437,IN-Abs,train,6437.txt,dataset/IN-Abs/train-data/judgement/6437.txt,utf-8,605bf8aa6a9e5318e1448d7b96a4b439bb4c8be9145790176cc94a2d0ae08601,1,18086,3186,127,4142
6447,IN-Abs,train,6447.txt,dataset/IN-Abs/train-data/judgement/6447.txt,utf-8,765a44524bbe713de33e2b0e12f131b938275b6885b8233eb7277d383268481d,1,13509,2278,108,2961
6452,IN-Abs,train,6452.txt,dataset/IN-Abs/train-data/judgement/6452.txt,utf-8,ab5cac465b6fa6943a6bf84dbd676dc59c625b93f16a92a8d547e2afe7c34db8,1,5231,875,46,1138
6454,IN-Abs,train,6454.txt,dataset/IN-Abs/train-data/judgement/6454.txt,utf-8,20d6986190a89efabd496ca464a86185fa7309620b345768490dc20ada69e35e,1,8521,1474,73,1916
6456,IN-Abs,train,6456.txt,dataset/IN-Abs/train-data/judgement/6456.txt,utf-8,625706cf755ff875a2c95c38826f5ebc9ee7570f423eb530ea1d8f8fc2e7b45d,1,103489,18426,773,23954
6460,IN-Abs,train,6460.txt,dataset/IN-Abs/train-data/judgement/6460.txt,utf-8,ac41b114b0732933b26b874ca9457b6af129a9642141dfccf6244bd3b3cd1396,1,29846,5405,219,7026
6463,IN-Abs,train,6463.txt,dataset/IN-Abs/train-data/judgement/6463.txt,utf-8,4bc2a36aee1949cf72ec1d8ec8c49f5e15c8efc0cd7125c9a569979eac998ddd,1,14463,2443,106,3176
6466,IN-Abs,train,6466.txt,dataset/IN-Abs/train-data/judgement/6466.txt,utf-8,c900fa9e443066eece1bc97d0ffab4bd56918864be275cb3c86b93899335f3fb,1,33658,6052,246,7868
6469,IN-Abs,train,6469.txt,dataset/IN-Abs/train-data/judgement/6469.txt,utf-8,044848829449dae0f76d0cf271d71d5e9b89d7b22d03822bd8e6f85a0caad6e5,1,22521,3798,120,4937
6478,IN-Abs,train,6478.txt,dataset/IN-Abs/train-data/judgement/6478.txt,utf-8,bed9f488080005cc231f6cc96c1200b3426c03678cc9385b37ee99b2f4c1e582,1,10977,1971,84,2562
6495,IN-Abs,train,6495.txt,dataset/IN-Abs/train-data/judgement/6495.txt,utf-8,672d533394fd50324a04c06ae817ef4fec496bcdc52af54c4d324360c007f1fe,1,10572,1838,93,2389
6496,IN-Abs,train,6496.txt,dataset/IN-Abs/train-data/judgement/6496.txt,utf-8,f2ab229454838339529bdcd4904eaaa18f12ece97a158c4dcdd39aa946e7727e,1,27132,4731,200,6150
6502,IN-Abs,train,6502.txt,dataset/IN-Abs/train-data/judgement/6502.txt,utf-8,1bf91bef9a708a89a600b78409c36cca6de020f844a39a785696ccd16feeab3e,1,12538,2135,116,2776
6505,IN-Abs,train,6505.txt,dataset/IN-Abs/train-data/judgement/6505.txt,utf-8,e0ff0180326d7a3c724dd8468b56eaa3143ea86dd8d71451913f09c73d067580,1,22230,3917,122,5092
6506,IN-Abs,train,6506.txt,dataset/IN-Abs/train-data/judgement/6506.txt,utf-8,b2c71da4b78268e034ce9f5b63700878f1fa4e4990958957e3a617e131bad6d7,1,7239,1295,89,1684
651,IN-Abs,train,651.txt,dataset/IN-Abs/train-data/judgement/651.txt,utf-8,6905212165e5b3fef2cedd66db5fac2043c5a8e7f3260d387c6b335117e3e523,1,24508,4231,153,5500
6520,IN-Abs,train,6520.txt,dataset/IN-Abs/train-data/judgement/6520.txt,utf-8,aedd485402db00dee9a5d81c3506bab65ca23e8cb83cab74ddc8760b485cea4e,1,11998,2080,88,2704
6529,IN-Abs,train,6529.txt,dataset/IN-Abs/train-data/judgement/6529.txt,utf-8,7c1dab7911ddb16650d227ee25a5973a6b4758e37e6d51accfe208b56ea7a176,1,7940,1399,62,1819
6533,IN-Abs,train,6533.txt,dataset/IN-Abs/train-data/judgement/6533.txt,utf-8,d0dea3e8530244e6982cdddc5e7edde40f04d15f5ec1969fb84c88de71df7f4a,1,54803,9495,366,12344
654,IN-Abs,train,654.txt,dataset/IN-Abs/train-data/judgement/654.txt,utf-8,cc05599a3284a49c9c7a40b3468d5107903cc67d9f99da7961037f8cbd710f62,1,70017,11876,418,15439
6547,IN-Abs,train,6547.txt,dataset/IN-Abs/train-data/judgement/6547.txt,utf-8,eccd082de4d29785cffeef8d4d6deb40defeaeefb565ec7dee3dee2f976d8b0c,1,32419,5716,289,7431
6552,IN-Abs,train,6552.txt,dataset/IN-Abs/train-data/judgement/6552.txt,utf-8,be02aa05839df4fd7644b9411d4abd1c16d6453c043ceadd37465428517d9493,1,24243,4299,270,5589
6553,IN-Abs,train,6553.txt,dataset/IN-Abs/train-data/judgement/6553.txt,utf-8,318eb07a48cdadbca466085dbe2efc52a00a7dd2a8b80c129b9d721d31b9dbaf,1,30877,5464,213,7103
6562,IN-Abs,train,6562.txt,dataset/IN-Abs/train-data/judgement/6562.txt,utf-8,34b716a5ebb57e7a625aad36bb81df582aa00b5b7ec386aadc908a2883595071,1,11227,2037,110,2648
6574,IN-Abs,train,6574.txt,dataset/IN-Abs/train-data/judgement/6574.txt,utf-8,b94a50aa0306933a8dbedcf289d313e328de8cda2e063a03be9f166c93fde180,1,37785,6465,254,8404
6579,IN-Abs,train,6579.txt,dataset/IN-Abs/train-data/judgement/6579.txt,utf-8,7b9220aeb2bd4a3290f798d0401279f7d08b86f4b41af6aec9a844ed5bd71d64,1,11599,2032,119,2642
6584,IN-Abs,train,6584.txt,dataset/IN-Abs/train-data/judgement/6584.txt,utf-8,882ef6bd1bc0e68c6ca206ec5167ee4e9a26066ce89b02c569d64b627b8be6b3,1,41014,6945,260,9028
6587,IN-Abs,train,6587.txt,dataset/IN-Abs/train-data/judgement/6587.txt,utf-8,b536f3acf392752b6030cf1814088d6444cd70a4373df088e41793432fb5572e,1,70423,12123,525,15760
6591,IN-Abs,train,6591.txt,dataset/IN-Abs/train-data/judgement/6591.txt,utf-8,4494227ada0adecb66b946ecfa54ad39ca449cb372b570eb981aaaab15357de4,1,78461,13340,525,17342
6598,IN-Abs,train,6598.txt,dataset/IN-Abs/train-data/judgement/6598.txt,utf-8,6635cc9228395c06ea732f0d40140b5eaad31d69950f2b005443a532d7a1d077,1,10546,1912,81,2486
66,IN-Abs,train,66.txt,dataset/IN-Abs/train-data/judgement/66.txt,utf-8,6ff9235db893e861e18c28420084ccd8c36486245cb2e51ab20910671fd5b653,1,12586,2175,61,2828
6602,IN-Abs,train,6602.txt,dataset/IN-Abs/train-data/judgement/6602.txt,utf-8,92b87dbc797a5e65a677d25692f5e69839f973880fcf8e5adb993b348346fac8,1,10688,1903,84,2474
6605,IN-Abs,train,6605.txt,dataset/IN-Abs/train-data/judgement/6605.txt,utf-8,8abfbf949e478d5b7cec877a77b83cf40368a13414f9ef6ec6b87b355db4e29d,1,34065,6082,281,7907
6611,IN-Abs,train,6611.txt,dataset/IN-Abs/train-data/judgement/6611.txt,utf-8,d0619a1f7d64eb9a2b870fcc503f219b0eec0e8b757e3e9b46ab016d0fce623a,1,16283,2806,138,3648
6620,IN-Abs,train,6620.txt,dataset/IN-Abs/train-data/judgement/6620.txt,utf-8,50f195e08d99083e0f8df95a7dd0c18257413972cddb911b795793491faaf51d,1,56825,9620,370,12506
6653,IN-Abs,train,6653.txt,dataset/IN-Abs/train-data/judgement/6653.txt,utf-8,881643f8096d330b7734f4892f6594cfefc328867b2011a88c4f349335d5137f,1,8270,1310,74,1703
666,IN-Abs,train,666.txt,dataset/IN-Abs/train-data/judgement/666.txt,utf-8,2d50e08744aa366faf71ce712d529bf6da3be062c499a82c9dd4f216e0f93b16,1,33023,5655,233,7352
6661,IN-Abs,train,6661.txt,dataset/IN-Abs/train-data/judgement/6661.txt,utf-8,a58e51dee654e949d9bb249d976dd090d2ac16c1d1262bf6f2d0c5d4173fcfdf,1,4405,801,49,1041
667,IN-Abs,train,667.txt,dataset/IN-Abs/train-data/judgement/667.txt,utf-8,8d3b3be919a380cac8bd4f526abbb80607d83da06332be5c91971a77a8ec5856,1,8674,1509,76,1962
6680,IN-Abs,train,6680.txt,dataset/IN-Abs/train-data/judgement/6680.txt,utf-8,2f37d2fd8b50078b8976150a16236615912e9d2a946db6f86c2c8e7a00dabda1,1,32628,5609,169,7292
6697,IN-Abs,train,6697.txt,dataset/IN-Abs/train-data/judgement/6697.txt,utf-8,2a4060ed5d69a4efac8e55d0b7e0ec6c94cfd212d523cc08ceafa54c8f830946,1,15068,2462,119,3201
6699,IN-Abs,train,6699.txt,dataset/IN-Abs/train-data/judgement/6699.txt,utf-8,f2cb9b199fc4634cdecf846cc0d24a31e3723b5e0b7de6dcb63e715a81306e23,1,10075,1701,91,2211
67,IN-Abs,train,67.txt,dataset/IN-Abs/train-data/judgement/67.txt,utf-8,5266dd65ae08ae601c3ca6019d1e3c306f4f1cf75d30c822de9115999b973393,1,494826,84329,2806,109628
6715,IN-Abs,train,6715.txt,dataset/IN-Abs/train-data/judgement/6715.txt,utf-8,6ae5a55a32f59fbfc9379bcaa6cad14c9ab57ba9ccf8ba7cfbc0db3c521f09ca,1,3826,654,28,850
6720,IN-Abs,train,6720.txt,dataset/IN-Abs/train-data/judgement/6720.txt,utf-8,5a11d424e307ad45389f37046429ca1e54b01e6cd0bd012eb9f1a74828654dc9,1,23314,4005,159,5206
6724,IN-Abs,train,6724.txt,dataset/IN-Abs/train-data/judgement/6724.txt,utf-8,0ca689c2c756458a0e455a52858f7e82f247c379127591e39ee08335f0706f98,1,15636,2618,104,3403
6737,IN-Abs,train,6737.txt,dataset/IN-Abs/train-data/judgement/6737.txt,utf-8,f22955de947ae4511c1c63732c3f384cc985f5e9778709c26a465e346c17fb2a,1,63601,10851,429,14106
6739,IN-Abs,train,6739.txt,dataset/IN-Abs/train-data/judgement/6739.txt,utf-8,c8c6cba190ef508fa55e82d0cae42bc10c4630967d38901543c53c6bfd746e96,1,14802,2559,86,3327
6746,IN-Abs,train,6746.txt,dataset/IN-Abs/train-data/judgement/6746.txt,utf-8,67a46e1d86d6ed991fad2c59c80aa9daf9686c86e5846ccf306e2e90e1198128,1,5704,1029,60,1338
6769,IN-Abs,train,6769.txt,dataset/IN-Abs/train-data/judgement/6769.txt,utf-8,6ec3ae322b435a346444cb91b410c798d5950a0612794631b3a856cce9e3bc78,1,10319,1788,84,2324
6779,IN-Abs,train,6779.txt,dataset/IN-Abs/train-data/judgement/6779.txt,utf-8,786e1459e023c2f8d49a48c91e38529b929fbc55e268d96abce2804af2580c8b,1,13522,2343,88,3046
6785,IN-Abs,train,6785.txt,dataset/IN-Abs/train-data/judgement/6785.txt,utf-8,82bd676ec1f04eef4d7f14ba476fc337e234b4881ef430cbfec05d00d9d80a0c,1,14561,2523,129,3280
68,IN-Abs,train,68.txt,dataset/IN-Abs/train-data/judgement/68.txt,utf-8,9697e98a9b7a302820df28392e6390275f4b41d687446b2aa8214cba1f7b652b,1,18105,3286,150,4272
6803,IN-Abs,train,6803.txt,dataset/IN-Abs/train-data/judgement/6803.txt,utf-8,6f69b7595c7406e143653106be329d8b3c211ea973d1e8f9aef962feca44ead8,1,15164,2574,127,3346
6805,IN-Abs,train,6805.txt,dataset/IN-Abs/train-data/judgement/6805.txt,utf-8,9f7e1df363063065cfd77b4bd87d4bddfbce62a2f29a211be695563001431699,1,7615,1355,54,1762
6809,IN-Abs,train,6809.txt,dataset/IN-Abs/train-data/judgement/6809.txt,utf-8,24537d562bc6a35034241a9afbd400e1ba4731334c7e2a9b1076594258c80427,1,13345,2305,113,2996
6816,IN-Abs,train,6816.txt,dataset/IN-Abs/train-data/judgement/6816.txt,utf-8,35d2c0c315ec589bd7d9e78e94d1a2136c128cada846c5edff0afbb12445fccf,1,44413,7776,323,10109
6818,IN-Abs,train,6818.txt,dataset/IN-Abs/train-data/judgement/6818.txt,utf-8,1fea0244dd1c10d8f5ed50391332874c2372f976efad55de079c19622087e896,1,15146,2679,112,3483
6819,IN-Abs,train,6819.txt,dataset/IN-Abs/train-data/judgement/6819.txt,utf-8,d4c68fd6bb3537194877401ec12eb9d57627e029cb0b62bbfd9703172e86969b,1,19618,3522,104,4579
6825,IN-Abs,train,6825.txt,dataset/IN-Abs/train-data/judgement/6825.txt,utf-8,a863abcb836ee0908fff85eca8a98b92521c79f48c16d1b5c070507e09ff69b6,1,13988,2505,88,3256
6830,IN-Abs,train,6830.txt,dataset/IN-Abs/train-data/judgement/6830.txt,utf-8,fcae7f600438cc8d44ef1f79556532de0bc0c0fbd5e7f012179a91df3bdb2f1a,1,26153,4643,161,6036
6833,IN-Abs,train,6833.txt,dataset/IN-Abs/train-data/judgement/6833.txt,utf-8,c02a6d41e40586e694a5cc5f66f8891afa54a384796a3267dac4a2794df975fa,1,35283,5986,219,7782
6835,IN-Abs,train,6835.txt,dataset/IN-Abs/train-data/judgement/6835.txt,utf-8,48fd85d1810675965ca37901bfb20859179da8c46927e13cb485a53eeb0735ad,1,14791,2540,137,3302
6839,IN-Abs,train,6839.txt,dataset/IN-Abs/train-data/judgement/6839.txt,utf-8,e063042a4ee38eb8b7c59086ba5e3b57564c27642f7abebfd1b652bd90ac165e,1,11501,2016,105,2621
6842,IN-Abs,train,6842.txt,dataset/IN-Abs/train-data/judgement/6842.txt,utf-8,4d80a3f216d687c2160902cd8368e220658f7fe76ae3f05ecfeef0937e884801,1,23228,4039,158,5251
6870,IN-Abs,train,6870.txt,dataset/IN-Abs/train-data/judgement/6870.txt,utf-8,7b0e4677801db18694744e01115cbfc7bced0d6f4d199453b212d9f122635711,1,7956,1376,67,1789
6876,IN-Abs,train,6876.txt,dataset/IN-Abs/train-data/judgement/6876.txt,utf-8,ee31a3a5f71b5bbd61797428b41769c25b04e5a9ce7976f4ab7d10d63607ee92,1,24065,4255,162,5532
6878,IN-Abs,train,6878.txt,dataset/IN-Abs/train-data/judgement/6878.txt,utf-8,ce4f78afc0ee901eac8fea0d5ef640326adbb5fcb3bb652720ad5e713df7ab0c,1,29816,5265,235,6844
6882,IN-Abs,train,6882.txt,dataset/IN-Abs/train-data/judgement/6882.txt,utf-8,486720e86b0a1251d1a473b0f1aaad38f51505a988cceb36677ff9e127dc2131,1,5519,978,44,1271
6883,IN-Abs,train,6883.txt,dataset/IN-Abs/train-data/judgement/6883.txt,utf-8,d759691aaf425f8c95cea90da91c0046b5aa7b7554ea71002c1c4aa74ec54502,1,9236,1612,96,2096
6889,IN-Abs,train,6889.txt,dataset/IN-Abs/train-data/judgement/6889.txt,utf-8,2798c9d44e8a81df53b1df1111f795a0b9fdbd9dc619a9ba4ff42df8cf851070,1,206867,35673,1336,46375
689,IN-Abs,train,689.txt,dataset/IN-Abs/train-data/judgement/689.txt,utf-8,392c48e185dbdd35a66f61a2141768e7cb954300aaf8cd5f33c7e98275558e6a,1,57960,10250,386,13325
6895,IN-Abs,train,6895.txt,dataset/IN-Abs/train-data/judgement/6895.txt,utf-8,ae1aa882bd848f3e901d783106b87a794b967cb473e01175d0249bea48e5944c,1,29007,4980,227,6474
6902,IN-Abs,train,6902.txt,dataset/IN-Abs/train-data/judgement/6902.txt,utf-8,a540ed3c6d0c525bb7c9da014ebf9793559ad68cf6d47d75109415014fef5133,1,9237,1550,59,2015
6905,IN-Abs,train,6905.txt,dataset/IN-Abs/train-data/judgement/6905.txt,utf-8,6b90c1a69916a431904c388ecba844eb92b268c429f4a56230317561929411ba,1,22641,3866,148,5026
6910,IN-Abs,train,6910.txt,dataset/IN-Abs/train-data/judgement/6910.txt,utf-8,d0446f2c9db40c328455f0883fbd67c7a9d737614c031ebb54af5f4a04bbcf54,1,12343,2104,92,2735
6928,IN-Abs,train,6928.txt,dataset/IN-Abs/train-data/judgement/6928.txt,utf-8,8d5a7e170ed0cdc30e08619465550b8b266fecbd26a96f020e9ba9216865b7bf,1,16840,2816,124,3661
6930,IN-Abs,train,6930.txt,dataset/IN-Abs/train-data/judgement/6930.txt,utf-8,30ea63c94c522fee9b94e4dce868b497b796dad3fab14f65f5ab92715f1f33b4,1,39745,6761,301,8789
6932,IN-Abs,train,6932.txt,dataset/IN-Abs/train-data/judgement/6932.txt,utf-8,78543cbd5fb72b154e8ca0772f91559016df769361ac66fc77ba63aa72739c5d,1,222194,37203,1154,48364
6939,IN-Abs,train,6939.txt,dataset/IN-Abs/train-data/judgement/6939.txt,utf-8,5da43ffacb5ef9443a0246045c7dba70b17ae7b64982d854d1fbaf2778bfac4e,1,15470,2830,138,3679
6951,IN-Abs,train,6951.txt,dataset/IN-Abs/train-data/judgement/6951.txt,utf-8,8099740f697d423dff5a095f82fa781066c8ee7d91f93aa6338f7292ef5319a9,1,9538,1676,68,2179
6953,IN-Abs,train,6953.txt,dataset/IN-Abs/train-data/judgement/6953.txt,utf-8,473cb2a6c3762ff74cf7135efa4dbd33f39adf104de280abc489b4a8e649b6a0,1,6080,1039,54,1351
6959,IN-Abs,train,6959.txt,dataset/IN-Abs/train-data/judgement/6959.txt,utf-8,14eb69683bb97edca788ebfc9464ed7820bc4357498e43ba4bf2eb9fed48d2f8,1,8225,1369,66,1780
6985,IN-Abs,train,6985.txt,dataset/IN-Abs/train-data/judgement/6985.txt,utf-8,4bd6908a21eba3fedaebf6bc88ba31bc5526d3c45d5155eeddb4077e96cf236c,1,36112,6268,201,8148
6990,IN-Abs,train,6990.txt,dataset/IN-Abs/train-data/judgement/6990.txt,utf-8,d02171e194e6add7b5093fb006e4587dcba8ede287d6afec8717afbb61a9b26c,1,13904,2419,92,3145
7,IN-Abs,train,7.txt,dataset/IN-Abs/train-data/judgement/7.txt,utf-8,2fe07018955c38ca943a26828f16698d785ea68685c030a9bc84b98a9d89561b,1,22719,4176,158,5429
7016,IN-Abs,train,7016.txt,dataset/IN-Abs/train-data/judgement/7016.txt,utf-8,115cd929dbfc6802fe58065f12f71ac77418aad91c380ebbc65317191a7e1887,1,8203,1405,61,1826
7024,IN-Abs,train,7024.txt,dataset/IN-Abs/train-data/judgement/7024.txt,utf-8,a8b9673ae6051a656ab2fcc296447b9969111251adbe04e9be70fb1a2e34cf0a,1,4419,763,49,992
703,IN-Abs,train,703.txt,dataset/IN-Abs/train-data/judgement/703.txt,utf-8,fcef558bf8d24db2deff614c35b9ed59571036dfdeb91effddc885b2c8e98f94,1,18897,3322,135,4319
7031,IN-Abs,train,7031.txt,dataset/IN-Abs/train-data/judgement/7031.txt,utf-8,7b394085dc9d9d7004132df5014e39c5906677a8ab8e7596de9966668d158621,1,11958,2071,96,2692
704,IN-Abs,train,704.txt,dataset/IN-Abs/train-data/judgement/704.txt,utf-8,35bc090f284fc5eadd8eda0e1a24ea2c08e010bc3e4b130fa868af7bd98eaa3c,1,47449,8358,332,10865
7040,IN-Abs,train,7040.txt,dataset/IN-Abs/train-data/judgement/7040.txt,utf-8,ed87180be389705840293a1e7292771bca3ca45d0e386219f1c3397fae2f674e,1,16081,2803,150,3644
7044,IN-Abs,train,7044.txt,dataset/IN-Abs/train-data/judgement/7044.txt,utf-8,a3e475ac4cc4f780f1c05647784be50cd45d64f62f1d328426171862d226c45d,1,9546,1704,83,2215
