pair_id,case_id,dataset,split,author,judgment_member,summary_member,judgment_hash,summary_hash,judgment_characters,judgment_words,judgment_sentences,judgment_approx_tokens,summary_characters,summary_words,summary_sentences,summary_approx_tokens,compression_ratio_words,combined_approx_tokens
IN-Abs:train:685:nan,685,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/685.txt,dataset/IN-Abs/train-data/summary/685.txt,f48b8438914dfd3386f7f24602e967b10fcc1bd5841a5f67f936d71dbdb9226e,6b9f8673d6302940f101812ce48a900e2be6880cfb0cd6bcec05523d9660952a,22639,4030,144,5239,3470,596,21,775,0.14789081885856079,6014
IN-Abs:train:6854:nan,6854,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6854.txt,dataset/IN-Abs/train-data/summary/6854.txt,a40f7486d036be465ef0f9bc22f2e193c0339bb14009362094c7c88eadeab03b,7149e2cf0147ccaa6df5cd4ce871a6a76d6fb66c264412fcd58febb2b5f2ceaf,41693,7172,234,9324,7590,1298,61,1687,0.18098159509202455,11011
IN-Abs:train:6858:nan,6858,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6858.txt,dataset/IN-Abs/train-data/summary/6858.txt,f4ad465d6f3a876509d3bfe5d7746448ab040067b2c3ffbaafd6a47b3ffcce1f,c9837f121c058803819e1598ae2f19a9ad718f4129c3a78aced3d06ab3314911,7503,1312,50,1706,1406,247,11,321,0.18826219512195122,2027
IN-Abs:train:6862:nan,6862,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6862.txt,dataset/IN-Abs/train-data/summary/6862.txt,19d827405e47af57eb6c967a5a03d789cee662d4f21ed8a4f096bb2d38dd25ee,090c36bc403012c2fc731ff0dcf574af452d9083e3fa8642cd5a9cba7386e985,5421,932,53,1212,2523,435,15,566,0.4667381974248927,1778
IN-Abs:train:6874:nan,6874,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6874.txt,dataset/IN-Abs/train-data/summary/6874.txt,22fdebced7f00fb2675be27e459976eaaee58f7394d81eb78631acb0cac25c6e,718893d2da58d3984b9ad7c23c41f588396ecfce67dd4c9241818007eb2726e2,19474,3305,143,4296,4300,724,28,941,0.21906202723146748,5237
IN-Abs:train:688:nan,688,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/688.txt,dataset/IN-Abs/train-data/summary/688.txt,7ce8f375d2b5f7b890e2ae3870bae649655a422b042d53d7c6d0289aea4998d0,938851e2b59c11beb3e7b7462ddb80bc5dec1a2c0684e4de203d256a3da6f6cf,19207,3460,168,4498,2765,493,10,641,0.14248554913294798,5139
IN-Abs:train:6890:nan,6890,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6890.txt,dataset/IN-Abs/train-data/summary/6890.txt,9934cb88d732ba32d577fd950577d646b2322f4d8066feed82f8c1f480c74610,07bcb7f283813e2039c2cb46ae040f01276af73eb1dfd31d486bec592b2e5aca,3884,695,44,904,2013,351,23,456,0.5050359712230216,1360
IN-Abs:train:6891:nan,6891,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6891.txt,dataset/IN-Abs/train-data/summary/6891.txt,73f22a9d428b1e88f16e8751065999bc5db7213a3c110314b52e3c3292c4ceaf,3363761fe793b53269f4bc2e1154f61f1c0ab05d521ded0a4244050188ab4b49,9112,1620,70,2106,4592,818,38,1063,0.5049382716049383,3169
IN-Abs:train:6907:nan,6907,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6907.txt,dataset/IN-Abs/train-data/summary/6907.txt,480ac4f8fc04b39a80e06bc496c3d4b261681bbdcfffdfd90033ee3130780484,cdf2612642c964ddc457da8cfde6066257c031ae6640b381a82c0fcff6dff2d8,17784,3145,167,4088,5853,1012,55,1316,0.3217806041335453,5404
IN-Abs:train:691:nan,691,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/691.txt,dataset/IN-Abs/train-data/summary/691.txt,40ea9d3c7d42ccc2103e31ffd7281d93c025989924fdad3b5b274175ef8904bf,fe8392d90c1f31a5c450d7f5eb3162cdb13cff366ac367531cc95d0dbc0e1e5e,26487,4664,218,6063,4574,809,26,1052,0.17345626072041168,7115
IN-Abs:train:6927:nan,6927,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6927.txt,dataset/IN-Abs/train-data/summary/6927.txt,807d33823db1b8788fe04aa81efb698e3206efe142bbbfbc385b49960d9e741d,ca5a3b288fed68be4707e8c78f99e47223de6c8a87a9af10251d26bb8cbd57d9,32715,5774,159,7506,11160,1993,60,2591,0.3451679944579148,10097
IN-Abs:train:6931:nan,6931,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6931.txt,dataset/IN-Abs/train-data/summary/6931.txt,ed74b29f9c596bd0d0dea944a3e921800c80173b2e7f4fbfb96c45468c828786,18ea8fdef1ae37e7b68f7c24fafc551322e2f190f6d8c089aae8e6608860f9d9,9598,1625,91,2112,3935,646,28,840,0.39753846153846156,2952
IN-Abs:train:6935:nan,6935,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6935.txt,dataset/IN-Abs/train-data/summary/6935.txt,526f3d16e0049a6727d97f30dd0732044156d1beb72a675c9e0a3fa68fbb3836,db0ed4120025398dc04936dac73306a7e1c3423e6d5cf7a19a0abfa7e03c0967,9219,1598,69,2077,2142,383,16,498,0.23967459324155194,2575
IN-Abs:train:6940:nan,6940,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6940.txt,dataset/IN-Abs/train-data/summary/6940.txt,8eaf0331a4c4ca86f363d6f824b0c1e9b79c3181bb891149cb6d3e14460c2206,64244801e57fca8f5fd8f44aa0d59f3d8e6595795858ed0675d5d70f18dbda5b,12771,2204,119,2865,2025,349,21,454,0.15834845735027223,3319
IN-Abs:train:6944:nan,6944,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6944.txt,dataset/IN-Abs/train-data/summary/6944.txt,09f25cc3a11841beb463c0f123d85560896c3e2f742362f471c3c6fab3f80eb6,71dd78c04a4822c1529ec23bb0354edc63b542e0b2f2e44ff53244a8b2823c59,7143,1244,53,1617,2440,430,20,559,0.34565916398713825,2176
IN-Abs:train:6946:nan,6946,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6946.txt,dataset/IN-Abs/train-data/summary/6946.txt,5b53da47bad87c52f018a8f3edb3ba3f46b915ccf9cd18aa5b92330eeb01361d,f82af65d04e950a308f9919a7ff73aebd881980d2fc6948e5a8ef36fe53c330a,63548,11115,491,14450,11399,1997,68,2596,0.17966711650922176,17046
IN-Abs:train:6948:nan,6948,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6948.txt,dataset/IN-Abs/train-data/summary/6948.txt,1bbec12979a530586fcb712617a12cd80750135ea89a742b11ea1727a7563e67,dc2588b6e659fe9cba025b9d566adb42fe2a88174fe72cecbc385bea1483d9d9,17894,3152,85,4098,5144,904,31,1175,0.2868020304568528,5273
IN-Abs:train:6950:nan,6950,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6950.txt,dataset/IN-Abs/train-data/summary/6950.txt,426e2634feb20057c5f185617ff04cd2b97d3c610cc6c3178291b98e71e1e9de,0595ff5fae52e83dfb79312b652e5409dc3c6c4afa3914613690b77cc3a5f2f2,11306,1983,86,2578,4528,805,35,1046,0.4059505799293999,3624
IN-Abs:train:6955:nan,6955,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6955.txt,dataset/IN-Abs/train-data/summary/6955.txt,3b04aabee1ec41b7a9436a970af1938013ac7a3d4057175e001466b30ca6431f,cc03e6ba704f14e84463f75cd1d89692d6217997361e7afb62adeaf25a6cc42d,7504,1445,66,1878,4361,855,37,1112,0.5916955017301038,2990
IN-Abs:train:6956:nan,6956,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6956.txt,dataset/IN-Abs/train-data/summary/6956.txt,4656d9fa5ea5e8d5f790de2ae7094ef8ead7cc39ecbbccc6617ae47a54c064ee,dfed16b104f582cf58e1d0705492c47ad8a1e6a78155e6ad7c04f12f10847ffe,7350,1256,52,1633,5337,923,30,1200,0.7348726114649682,2833
IN-Abs:train:6960:nan,6960,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6960.txt,dataset/IN-Abs/train-data/summary/6960.txt,c333e7a7bdbeae7e0d194b85c5ee437d3690bf3bc6cd728f34ad8b1f10481621,a121e9b5de0ecd944248668856b8380e918b3cb2032923a8ed616143fa078d10,35960,6117,320,7952,6337,1092,49,1420,0.17851888180480627,9372
IN-Abs:train:6962:nan,6962,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6962.txt,dataset/IN-Abs/train-data/summary/6962.txt,277c27fc8b4a63def56a0a46f55048b15fb3e03719e5a2919c9ec3905cc495ab,899add24f7134c6cd283547f93f3176534cd3a2af80188353551d8ecbc3ba0fd,12557,2170,84,2821,5255,900,29,1170,0.4147465437788018,3991
IN-Abs:train:6963:nan,6963,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6963.txt,dataset/IN-Abs/train-data/summary/6963.txt,836344a875e947992423a700b9847605b10616a7a3e07fa2590b88a3fdf7bb57,256c088a6edada3241bfb6b6354dd232a37b2666bde6addb4bcc93b389988aac,9484,1620,59,2106,2972,499,21,649,0.3080246913580247,2755
IN-Abs:train:6970:nan,6970,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6970.txt,dataset/IN-Abs/train-data/summary/6970.txt,0952f76791805d08eed707a166f56d1db12282ddef9958ea161b9c051eaa926b,81a56816ecd23892b49dfc37120dbc4387b96f23fba59495833ed23770987753,80224,13712,464,17826,10048,1731,64,2250,0.12623978996499416,20076
IN-Abs:train:6971:nan,6971,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6971.txt,dataset/IN-Abs/train-data/summary/6971.txt,effcf581ecf3d2b06f3d253553677fbbac890bafcfaa66726f943b4d8054fa2c,4f85211830135cff5578937143f048aef112db0615d381c57edb76e7b59b5e8f,9014,1644,81,2137,3212,573,20,745,0.34854014598540145,2882
IN-Abs:train:6972:nan,6972,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6972.txt,dataset/IN-Abs/train-data/summary/6972.txt,a3581ea362758652cad5253ef175538c6dec22e936635cd40b445dfee9cc042a,b1c88560b4acca25c42d7faec32c0934e3ff749c777052e88ee481f1bdf5ab1c,7102,1275,80,1658,4539,781,30,1015,0.6125490196078431,2673
IN-Abs:train:6975:nan,6975,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6975.txt,dataset/IN-Abs/train-data/summary/6975.txt,06af96e780afcf92892dd2d54c7b8af1b26462f068d5c177f64871055bb45c71,b239d1fe62b09bd7c92097a6e0a0be1510adb0c29ff7f111e050d447d004887c,23711,4291,216,5578,8880,1562,62,2031,0.36401771148916334,7609
IN-Abs:train:6978:nan,6978,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6978.txt,dataset/IN-Abs/train-data/summary/6978.txt,26641a2196efc5bcab85752d7b0d0ba63c4b036ebbb100d35965415108d920e3,22e88c84f0749fa09c58df65bddfb495c4bfb50d1da287c9a52730a0c710e1da,24958,4438,196,5769,4269,745,34,968,0.16786840919333032,6737
IN-Abs:train:6986:nan,6986,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6986.txt,dataset/IN-Abs/train-data/summary/6986.txt,0311d9e8655d643f9452d65d130d1903a3f7de72adece393697cf55b6a6a9f46,701cb5044952c9c4fadd53aace26b64a2c8e32785f4a94fb31fbc5558bfa5111,19176,3208,159,4170,5767,928,38,1206,0.2892768079800499,5376
IN-Abs:train:6997:nan,6997,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/6997.txt,dataset/IN-Abs/train-data/summary/6997.txt,afd68a2fba4c8de9e7bb7f6ef666a3c3733bb7fb071907207fab6328ca696bf1,df2d6dd83e4c1be1d554db1a1c1791ed1bf195d4615c742b5a500a65f8957d21,170083,28246,1135,36720,19782,3279,142,4263,0.1160872335905969,40983
IN-Abs:train:7007:nan,7007,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7007.txt,dataset/IN-Abs/train-data/summary/7007.txt,dab89065b8d9ffc02df39eb29ed21821ec164eda9357e6d2b1fb0524af9c54c7,e6ec631d4830b042463b628d30ab92d527ee4b0f1e7d0e8150fcc331e08d775f,17373,2895,123,3764,4096,652,37,848,0.22521588946459412,4612
IN-Abs:train:7009:nan,7009,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7009.txt,dataset/IN-Abs/train-data/summary/7009.txt,355e6923b20c52e1f5148e59774af33d72ddfe4f8eb5be7f8845e45654605325,d7cdf74ffc419771f8ba2a338d71c859c4f1549f0618f190018b228ad61fac2e,43561,7462,239,9701,5917,1027,39,1335,0.13763066202090593,11036
IN-Abs:train:7018:nan,7018,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7018.txt,dataset/IN-Abs/train-data/summary/7018.txt,88282e5850e5144b3a53c85a941505a8917423ece429b8ccad8d99b5fbc56feb,6c6941571312ce42b8e476e0114f32b1b15bd93f2b12684670c2a15bcc04c2f5,6689,1185,75,1540,2863,509,31,662,0.42953586497890295,2202
IN-Abs:train:7021:nan,7021,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7021.txt,dataset/IN-Abs/train-data/summary/7021.txt,874cb36efd7a2836340edc7c4c6e0b2c63755fb471053e3c289f6766fff7f55c,dc709ff9f9d0a1a09e1b51b6bb8377cc01bc651cc3f54f7914791c0d6d9a56c4,17943,3058,170,3975,5124,843,51,1096,0.275670372792675,5071
IN-Abs:train:7027:nan,7027,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7027.txt,dataset/IN-Abs/train-data/summary/7027.txt,724bb31eb157e562e802d522799572ff04a55eb31f5792ba57ed0e5196fabf84,0645f2f0eb4f130ad2165294ceeb0bad09353876024782a1bdc9b46b3665190f,8074,1408,74,1830,4244,743,34,966,0.5276988636363636,2796
IN-Abs:train:7029:nan,7029,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7029.txt,dataset/IN-Abs/train-data/summary/7029.txt,b233c9dca0cb5f8e571b6caaa354e63abcc175eda75d5c589fdfe08d7e62f3b1,73bc6fdb20a1474ccda766a19820917c6bb908ec21a0121dcea29179b2956ff7,13090,2256,116,2933,2268,391,15,508,0.17331560283687944,3441
IN-Abs:train:7032:nan,7032,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7032.txt,dataset/IN-Abs/train-data/summary/7032.txt,8d2e505be976ac85f070ea0b643a754d1f6ba88f69bb8aa448cd7ec0d46ec831,d33421da03f181e3e4c7a61e658ce560a83010ca58548b8b06b476f23fe7bb6c,17494,3093,197,4021,4652,809,53,1052,0.2615583575816359,5073
IN-Abs:train:7045:nan,7045,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7045.txt,dataset/IN-Abs/train-data/summary/7045.txt,271c4202fcf28e713fbf5ca16554e816aabcfd5f6d760081e613f1a1046c988b,30382a2126c35ec31859abe98ca25e6128354942059c5b4727e0846b156c598b,50173,8696,303,11305,17200,3028,118,3936,0.3482060717571297,15241
IN-Abs:train:7051:nan,7051,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7051.txt,dataset/IN-Abs/train-data/summary/7051.txt,8519bc9bc25fcf985a1227b473d23ed099170ea86c3b02843acae7aa66ec1789,9760ef854c5bf77aca07e03849de4e724d2c33c8ef5d9a0cfe693440ecd91bcd,14261,2619,81,3405,5232,969,33,1260,0.3699885452462772,4665
IN-Abs:train:7053:nan,7053,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7053.txt,dataset/IN-Abs/train-data/summary/7053.txt,e5bc6368911f3cdd8852817d1f3b7542b6258fb72ee9c2ef980cff8e0e9af1ad,b01c51cacff23e30651182d38b79f002385702d6030448aa8f8f3a35b005c253,20049,3530,142,4589,8284,1451,65,1886,0.41104815864022665,6475
IN-Abs:train:7058:nan,7058,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7058.txt,dataset/IN-Abs/train-data/summary/7058.txt,e0bb691713f4e9cd9ce94c8b1eb4cd3ed97590a542f96167ae4aeb388d12b692,255d0f189aec883ddb78849abd666df23a55941edf56f2c42620eaff548f40a1,29333,4899,166,6369,11577,1910,65,2483,0.38987548479281486,8852
IN-Abs:train:7061:nan,7061,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7061.txt,dataset/IN-Abs/train-data/summary/7061.txt,f8f76f39bfc16c06fc0cd2d77cd778c4df587152673d695fa7ea17632e588110,782b4432fc08447a334375c357346130a1f78780301b456d4bc0f46027c60a80,6307,1132,61,1472,1616,269,12,350,0.23763250883392226,1822
IN-Abs:train:7062:nan,7062,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7062.txt,dataset/IN-Abs/train-data/summary/7062.txt,c0ef5963bba023cd9269b131135a3fb99897f3b6b06a3d81ae18bcc8d20e5874,9cc79d967b0bf1ea9c6102ff386790a3f210244266759f33084db564a078f256,30373,5323,162,6920,7309,1272,44,1654,0.23896299079466465,8574
IN-Abs:train:7063:nan,7063,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7063.txt,dataset/IN-Abs/train-data/summary/7063.txt,35777cbbe57b3f52eeebb454abdf7c5302b5fb2cdfc6f5db60f5b59b0afb6708,d97a291f525033725f20432880a7257d2925648f8f46b229fe85c24796eba4ed,13809,2453,126,3189,4834,846,48,1100,0.34488381573583365,4289
IN-Abs:train:7071:nan,7071,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7071.txt,dataset/IN-Abs/train-data/summary/7071.txt,fe7672a4f35be3badb56ce67a559d0314262127253f05b570e3f1c2c8b62f565,24510c146b72ec949f6d75184062e8e25244f5cabe6ca49a88c9ecaa10f95b33,18807,3219,144,4185,4607,744,33,967,0.23112767940354148,5152
IN-Abs:train:7073:nan,7073,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7073.txt,dataset/IN-Abs/train-data/summary/7073.txt,3749ab248e50a28d193660bad7e6d04809f84f9b19901652a6e18b46394f8cce,85bf3cb745a6baa1a7347f960631bb9dd052d33daa58acc7a1925c151948baf8,128433,21511,837,27964,15921,2666,137,3466,0.12393659058156292,31430
IN-Abs:train:7076:nan,7076,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7076.txt,dataset/IN-Abs/train-data/summary/7076.txt,88d589c61741791412bd88c25d5c8c9d4b800acddd9ba90a20bdcbfdb821ac72,68a576b99f0ad37f95417ef831adbdb698ac4c162263ae4bdfd5889bdbca3731,134621,23197,1260,30156,24513,4208,218,5470,0.18140276759925852,35626
IN-Abs:train:7085:nan,7085,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7085.txt,dataset/IN-Abs/train-data/summary/7085.txt,f267eaeb8f2a06f12923885ffb5f15379651146d05e3708e03555ff7c8b9da64,5722c0ca8bb0aabde454e4144365fe93844ee39442d57eeca8ad0947ab38f4d8,47114,7997,376,10396,7037,1191,43,1548,0.14893084906840065,11944
IN-Abs:train:7089:nan,7089,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7089.txt,dataset/IN-Abs/train-data/summary/7089.txt,8f974e128e9d4e9a7238df2991549ea554facf69df7b32c7acd9cfc601e64371,ae4592898c3dd2ee4878d6a2110fa34ed8ff412c04d32dcb17753968b6034449,2184,377,30,490,1214,197,11,256,0.5225464190981433,746
IN-Abs:train:709:nan,709,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/709.txt,dataset/IN-Abs/train-data/summary/709.txt,b47b619dfd8dea0cdb53e9223727156886885f92171d72eb2010401823f11082,f312493d030ed5e0efc671e947f6db3600d7d6e04746c2399168108cae9ae055,34630,5929,238,7708,4362,717,30,932,0.12093101703491314,8640
IN-Abs:train:7092:nan,7092,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7092.txt,dataset/IN-Abs/train-data/summary/7092.txt,97dcea045a2915ac36131f08f2386caaf6555825beec909dd058142a4357cea9,fd6ebe483f49d5b80319ed57167c0a01607243e6d3e243cc14d76247848383a8,30903,5421,278,7047,12808,2266,86,2946,0.4180040582918281,9993
IN-Abs:train:7094:nan,7094,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7094.txt,dataset/IN-Abs/train-data/summary/7094.txt,3bfd4b8f3658c9e1a85dbf3cbe3bd00fa97a59aca384d73823d9c29b0249a924,91d9e27c22605c423aeae67c6ffd31ad80feb0b91c0ffa50991761b27aa75348,20796,3498,145,4547,11007,1833,79,2383,0.5240137221269296,6930
IN-Abs:train:7101:nan,7101,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7101.txt,dataset/IN-Abs/train-data/summary/7101.txt,c03cd0486d52268db54e1b3deb62047dff79ca37cf7ab7503b15b62ece71cb20,69a9f8a02e89bd5c523ac61d52f373c989f086874395b180d4c29a243dc7353d,49574,8631,418,11220,14192,2463,150,3202,0.28536670142509557,14422
IN-Abs:train:7113:nan,7113,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7113.txt,dataset/IN-Abs/train-data/summary/7113.txt,73fa0b7e896d4ba7248cd7a55ec7bc8ece0123c5cfa7db0c7e14d9de093906fd,cdaf90e689baa3e1e1ead94de06786beda08f9b00ce8a5d4b3e62ea8b8bc17ae,15279,2686,182,3492,4122,710,41,923,0.26433358153387937,4415
IN-Abs:train:7114:nan,7114,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7114.txt,dataset/IN-Abs/train-data/summary/7114.txt,11c6296e2c4dc0fc1c29dc45fa41e32543ce81e103349f3ba1a6389b09c70370,dc5dd27f7bbc28eafd287cf0c4cc9da778e47f0131b934c59bfaa4a93f0d77ab,22998,4068,188,5288,3749,633,51,823,0.1556047197640118,6111
IN-Abs:train:712:nan,712,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/712.txt,dataset/IN-Abs/train-data/summary/712.txt,8c19e5bee8cd163d1fb133421cee50f622452a2910e2a8c6980e0dad1139ec19,f1fc84fab96dfa885a10c2b6d0d2e90388d2c1b59f0da8fc5e094736762203c2,38315,6636,233,8627,4177,730,16,949,0.11000602772754671,9576
IN-Abs:train:7122:nan,7122,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/7122.txt,dataset/IN-Abs/train-data/summary/7122.txt,17efad011591f9dbd92b4825babbc88a52eaf8dc8987ee3955a168454427767e,b8622096edc4778103b7db685424d51abc658608e7a566c62fb401b387026a69,30287,5250,182,6825,4687,784,41,1019,0.14933333333333335,7844
IN-Abs:train:717:nan,717,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/717.txt,dataset/IN-Abs/train-data/summary/717.txt,3d7de7ab9af8bfa92943c64cb02e23663207b128ef8a8d62b6c3fc28049df452,128367c0339a1a79bf6f08a8bb688aa829bda14c3b7f4b3eade29889c005db9c,63315,11149,413,14494,5975,1037,56,1348,0.09301282626244506,15842
IN-Abs:train:718:nan,718,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/718.txt,dataset/IN-Abs/train-data/summary/718.txt,313bf59fb281a3178cb74e57a578985eb3e349fae1e755c556041ac327ff6165,d8840f7a66efa1bdb0bfd4b5e35b1c39f29ff698a391b9f00184b72eb78cf04a,15089,2616,111,3401,2424,402,20,523,0.1536697247706422,3924
IN-Abs:train:739:nan,739,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/739.txt,dataset/IN-Abs/train-data/summary/739.txt,e263c8089a9a22f0f4318d5013e8d376da59771e01cca949e09b42ce614198a5,09791459f256be943b4c7826f411e9aabe5847abe01bacbcb57e9397614c4b2e,18692,3171,109,4122,3132,515,13,670,0.16240933459476506,4792
IN-Abs:train:741:nan,741,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/741.txt,dataset/IN-Abs/train-data/summary/741.txt,ea4f5a266b01380cda675b1724acb55a6277eb80f65ca660d852936ac9833597,a4cdb07448bffca97c07439d157ad01d665b5398df22598f2f02beb34c541ba4,12588,2212,160,2876,2971,526,45,684,0.23779385171790235,3560
IN-Abs:train:753:nan,753,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/753.txt,dataset/IN-Abs/train-data/summary/753.txt,9d13e345c775e483087d8f8fdb8b25615fdc5a239b65e5c8ad1de9e47a284302,fcc764b46f2d6a9d6e88d588e6b78e411375e6c6920606a639f1c716f23c320d,37358,6755,341,8782,765,142,4,185,0.021021465581051075,8967
IN-Abs:train:755:nan,755,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/755.txt,dataset/IN-Abs/train-data/summary/755.txt,65a5ac36f8b619d8072e49ba51e858ad15a705e85f61202e35d88151a58fdf5f,6a2311dcc9ac888d231ec22f140a12c5d41a780dc2bdd550c5ace5cae640668e,10292,1812,97,2356,3399,568,14,738,0.31346578366445915,3094
IN-Abs:train:767:nan,767,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/767.txt,dataset/IN-Abs/train-data/summary/767.txt,7be9bce719eb2ea7ea85b01242046b3761d9b8b65dee470af2fa16e89f6a29e2,538f378e0302f3a4d88ebe9cb1456d8960a67f19b981c06535cd2ac872fb8168,39115,7202,339,9363,4353,799,37,1039,0.11094140516523188,10402
IN-Abs:train:779:nan,779,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/779.txt,dataset/IN-Abs/train-data/summary/779.txt,e27db6e102fd1f80917d6fd744869ac8d5a985d79a16ae31b3303828eaed3907,47202ff0c7eb716d1599610fdb29ffda12915a2dcfac998178250e0be4ed7cf1,14245,2566,125,3336,2134,392,23,510,0.15276695245518315,3846
IN-Abs:train:788:nan,788,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/788.txt,dataset/IN-Abs/train-data/summary/788.txt,692e6bca86f4ba90e90c2cf499e20074952e003b35dcf6b5b88bb19171551d56,f7af89cd1ea7b1c9a2d22402f608c06614033c7ecde07317f18b6898af9f7842,17697,3038,124,3949,2888,521,12,677,0.17149440421329823,4626
IN-Abs:train:795:nan,795,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/795.txt,dataset/IN-Abs/train-data/summary/795.txt,86b6bab2436afa9d8a609b88f6214daa809bd38b13e206c60efc256d306e0078,13577f475a800cfa11f3c7cc64bdd4fc052b6207af04e0c83a854519bba59a8a,66284,11665,476,15164,6309,1110,45,1443,0.09515645092156022,16607
IN-Abs:train:8:nan,8,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/8.txt,dataset/IN-Abs/train-data/summary/8.txt,f5f95d576a1d45313cc5f9e99280d645fc01e3568a7ff17c9b459db0a1259cee,6ea7fedcf622392887cd53633ac95809f5fcc59004729c057b4d44033d91bdea,21574,3876,142,5039,3467,648,23,842,0.16718266253869968,5881
IN-Abs:train:801:nan,801,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/801.txt,dataset/IN-Abs/train-data/summary/801.txt,608bbe4e203a4ca6a293d9bc21058cf6b9229e621aee7c789f374799dee2048e,fef76efee0e9539ac589ee057d88157fb7b945a40c8ac89f8484832928bfb950,28776,5045,178,6558,5022,872,29,1134,0.17284440039643212,7692
IN-Abs:train:809:nan,809,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/809.txt,dataset/IN-Abs/train-data/summary/809.txt,7843a6f5cdfa1ab3727b0bb7a4f26880d87ba9776c9dcf4d2f7818f3b8847491,0360a43f6654e2e06ac30d023ee321f8169e97fd1408686194ebd841c7c93bdd,20892,3748,209,4872,3141,563,24,732,0.15021344717182497,5604
IN-Abs:train:82:nan,82,IN-Abs,train,,dataset/IN-Abs/train-data/judgement/82.txt,dataset/IN-Abs/train-data/summary/82.txt,526d6372c5785c59540f6089749059b825a95779e33c7bc6837d51fd36353ffe,85e51b71c47ec520eeee493973b378afdfdce1c601659f2e74946672c8b79a1c,20753,3666,135,4766,2784,488,26,634,0.1331151118385161,5400
