member_name,dataset,split,record_type,summary_kind,author,segment,filename,extension
dataset/IN-Abs/train-data/judgement/2171.txt,IN-Abs,train,judgment,,,,2171.txt,.txt
dataset/IN-Abs/train-data/judgement/2181.txt,IN-Abs,train,judgment,,,,2181.txt,.txt
dataset/IN-Abs/train-data/judgement/2192.txt,IN-Abs,train,judgment,,,,2192.txt,.txt
dataset/IN-Abs/train-data/judgement/2197.txt,IN-Abs,train,judgment,,,,2197.txt,.txt
dataset/IN-Abs/train-data/judgement/2202.txt,IN-Abs,train,judgment,,,,2202.txt,.txt
dataset/IN-Abs/train-data/judgement/2211.txt,IN-Abs,train,judgment,,,,2211.txt,.txt
dataset/IN-Abs/train-data/judgement/2213.txt,IN-Abs,train,judgment,,,,2213.txt,.txt
dataset/IN-Abs/train-data/judgement/2226.txt,IN-Abs,train,judgment,,,,2226.txt,.txt
dataset/IN-Abs/train-data/judgement/2229.txt,IN-Abs,train,judgment,,,,2229.txt,.txt
dataset/IN-Abs/train-data/judgement/2230.txt,IN-Abs,train,judgment,,,,2230.txt,.txt
dataset/IN-Abs/train-data/judgement/2234.txt,IN-Abs,train,judgment,,,,2234.txt,.txt
dataset/IN-Abs/train-data/judgement/2237.txt,IN-Abs,train,judgment,,,,2237.txt,.txt
dataset/IN-Abs/train-data/judgement/2239.txt,IN-Abs,train,judgment,,,,2239.txt,.txt
dataset/IN-Abs/train-data/judgement/224.txt,IN-Abs,train,judgment,,,,224.txt,.txt
dataset/IN-Abs/train-data/judgement/2259.txt,IN-Abs,train,judgment,,,,2259.txt,.txt
dataset/IN-Abs/train-data/judgement/2273.txt,IN-Abs,train,judgment,,,,2273.txt,.txt
dataset/IN-Abs/train-data/judgement/2274.txt,IN-Abs,train,judgment,,,,2274.txt,.txt
dataset/IN-Abs/train-data/judgement/2277.txt,IN-Abs,train,judgment,,,,2277.txt,.txt
dataset/IN-Abs/train-data/judgement/2287.txt,IN-Abs,train,judgment,,,,2287.txt,.txt
dataset/IN-Abs/train-data/judgement/2288.txt,IN-Abs,train,judgment,,,,2288.txt,.txt
dataset/IN-Abs/train-data/judgement/229.txt,IN-Abs,train,judgment,,,,229.txt,.txt
dataset/IN-Abs/train-data/judgement/2290.txt,IN-Abs,train,judgment,,,,2290.txt,.txt
dataset/IN-Abs/train-data/judgement/2312.txt,IN-Abs,train,judgment,,,,2312.txt,.txt
dataset/IN-Abs/train-data/judgement/2317.txt,IN-Abs,train,judgment,,,,2317.txt,.txt
dataset/IN-Abs/train-data/judgement/2320.txt,IN-Abs,train,judgment,,,,2320.txt,.txt
dataset/IN-Abs/train-data/judgement/2322.txt,IN-Abs,train,judgment,,,,2322.txt,.txt
dataset/IN-Abs/train-data/judgement/2326.txt,IN-Abs,train,judgment,,,,2326.txt,.txt
dataset/IN-Abs/train-data/judgement/2327.txt,IN-Abs,train,judgment,,,,2327.txt,.txt
dataset/IN-Abs/train-data/judgement/2329.txt,IN-Abs,train,judgment,,,,2329.txt,.txt
dataset/IN-Abs/train-data/judgement/2336.txt,IN-Abs,train,judgment,,,,2336.txt,.txt
dataset/IN-Abs/train-data/judgement/2371.txt,IN-Abs,train,judgment,,,,2371.txt,.txt
dataset/IN-Abs/train-data/judgement/2375.txt,IN-Abs,train,judgment,,,,2375.txt,.txt
dataset/IN-Abs/train-data/judgement/2378.txt,IN-Abs,train,judgment,,,,2378.txt,.txt
dataset/IN-Abs/train-data/judgement/2379.txt,IN-Abs,train,judgment,,,,2379.txt,.txt
dataset/IN-Abs/train-data/judgement/238.txt,IN-Abs,train,judgment,,,,238.txt,.txt
dataset/IN-Abs/train-data/judgement/2381.txt,IN-Abs,train,judgment,,,,2381.txt,.txt
dataset/IN-Abs/train-data/judgement/2384.txt,IN-Abs,train,judgment,,,,2384.txt,.txt
dataset/IN-Abs/train-data/judgement/2387.txt,IN-Abs,train,judgment,,,,2387.txt,.txt
dataset/IN-Abs/train-data/judgement/2388.txt,IN-Abs,train,judgment,,,,2388.txt,.txt
dataset/IN-Abs/train-data/judgement/2389.txt,IN-Abs,train,judgment,,,,2389.txt,.txt
dataset/IN-Abs/train-data/judgement/2391.txt,IN-Abs,train,judgment,,,,2391.txt,.txt
dataset/IN-Abs/train-data/judgement/2394.txt,IN-Abs,train,judgment,,,,2394.txt,.txt
dataset/IN-Abs/train-data/judgement/2396.txt,IN-Abs,train,judgment,,,,2396.txt,.txt
dataset/IN-Abs/train-data/judgement/2398.txt,IN-Abs,train,judgment,,,,2398.txt,.txt
dataset/IN-Abs/train-data/judgement/242.txt,IN-Abs,train,judgment,,,,242.txt,.txt
dataset/IN-Abs/train-data/judgement/2424.txt,IN-Abs,train,judgment,,,,2424.txt,.txt
dataset/IN-Abs/train-data/judgement/2427.txt,IN-Abs,train,judgment,,,,2427.txt,.txt
dataset/IN-Abs/train-data/judgement/2430.txt,IN-Abs,train,judgment,,,,2430.txt,.txt
dataset/IN-Abs/train-data/judgement/2432.txt,IN-Abs,train,judgment,,,,2432.txt,.txt
dataset/IN-Abs/train-data/judgement/2434.txt,IN-Abs,train,judgment,,,,2434.txt,.txt
dataset/IN-Abs/train-data/judgement/2436.txt,IN-Abs,train,judgment,,,,2436.txt,.txt
dataset/IN-Abs/train-data/judgement/2449.txt,IN-Abs,train,judgment,,,,2449.txt,.txt
dataset/IN-Abs/train-data/judgement/2451.txt,IN-Abs,train,judgment,,,,2451.txt,.txt
dataset/IN-Abs/train-data/judgement/2454.txt,IN-Abs,train,judgment,,,,2454.txt,.txt
dataset/IN-Abs/train-data/judgement/2459.txt,IN-Abs,train,judgment,,,,2459.txt,.txt
dataset/IN-Abs/train-data/judgement/2478.txt,IN-Abs,train,judgment,,,,2478.txt,.txt
dataset/IN-Abs/train-data/judgement/2483.txt,IN-Abs,train,judgment,,,,2483.txt,.txt
dataset/IN-Abs/train-data/judgement/2489.txt,IN-Abs,train,judgment,,,,2489.txt,.txt
dataset/IN-Abs/train-data/judgement/2490.txt,IN-Abs,train,judgment,,,,2490.txt,.txt
dataset/IN-Abs/train-data/judgement/2492.txt,IN-Abs,train,judgment,,,,2492.txt,.txt
dataset/IN-Abs/train-data/judgement/2495.txt,IN-Abs,train,judgment,,,,2495.txt,.txt
dataset/IN-Abs/train-data/judgement/2497.txt,IN-Abs,train,judgment,,,,2497.txt,.txt
dataset/IN-Abs/train-data/judgement/2502.txt,IN-Abs,train,judgment,,,,2502.txt,.txt
dataset/IN-Abs/train-data/judgement/2503.txt,IN-Abs,train,judgment,,,,2503.txt,.txt
dataset/IN-Abs/train-data/judgement/2513.txt,IN-Abs,train,judgment,,,,2513.txt,.txt
dataset/IN-Abs/train-data/judgement/2520.txt,IN-Abs,train,judgment,,,,2520.txt,.txt
dataset/IN-Abs/train-data/judgement/2524.txt,IN-Abs,train,judgment,,,,2524.txt,.txt
dataset/IN-Abs/train-data/judgement/2530.txt,IN-Abs,train,judgment,,,,2530.txt,.txt
dataset/IN-Abs/train-data/judgement/2532.txt,IN-Abs,train,judgment,,,,2532.txt,.txt
dataset/IN-Abs/train-data/judgement/2533.txt,IN-Abs,train,judgment,,,,2533.txt,.txt
dataset/IN-Abs/train-data/judgement/2542.txt,IN-Abs,train,judgment,,,,2542.txt,.txt
dataset/IN-Abs/train-data/judgement/2545.txt,IN-Abs,train,judgment,,,,2545.txt,.txt
dataset/IN-Abs/train-data/judgement/2549.txt,IN-Abs,train,judgment,,,,2549.txt,.txt
dataset/IN-Abs/train-data/judgement/2550.txt,IN-Abs,train,judgment,,,,2550.txt,.txt
dataset/IN-Abs/train-data/judgement/256.txt,IN-Abs,train,judgment,,,,256.txt,.txt
dataset/IN-Abs/train-data/judgement/2567.txt,IN-Abs,train,judgment,,,,2567.txt,.txt
dataset/IN-Abs/train-data/judgement/2570.txt,IN-Abs,train,judgment,,,,2570.txt,.txt
dataset/IN-Abs/train-data/judgement/2571.txt,IN-Abs,train,judgment,,,,2571.txt,.txt
dataset/IN-Abs/train-data/judgement/2581.txt,IN-Abs,train,judgment,,,,2581.txt,.txt
dataset/IN-Abs/train-data/judgement/2585.txt,IN-Abs,train,judgment,,,,2585.txt,.txt
dataset/IN-Abs/train-data/judgement/2589.txt,IN-Abs,train,judgment,,,,2589.txt,.txt
dataset/IN-Abs/train-data/judgement/2595.txt,IN-Abs,train,judgment,,,,2595.txt,.txt
dataset/IN-Abs/train-data/judgement/2607.txt,IN-Abs,train,judgment,,,,2607.txt,.txt
dataset/IN-Abs/train-data/judgement/2610.txt,IN-Abs,train,judgment,,,,2610.txt,.txt
dataset/IN-Abs/train-data/judgement/2611.txt,IN-Abs,train,judgment,,,,2611.txt,.txt
dataset/IN-Abs/train-data/judgement/2612.txt,IN-Abs,train,judgment,,,,2612.txt,.txt
dataset/IN-Abs/train-data/judgement/2629.txt,IN-Abs,train,judgment,,,,2629.txt,.txt
dataset/IN-Abs/train-data/judgement/2638.txt,IN-Abs,train,judgment,,,,2638.txt,.txt
dataset/IN-Abs/train-data/judgement/2641.txt,IN-Abs,train,judgment,,,,2641.txt,.txt
dataset/IN-Abs/train-data/judgement/2645.txt,IN-Abs,train,judgment,,,,2645.txt,.txt
dataset/IN-Abs/train-data/judgement/2647.txt,IN-Abs,train,judgment,,,,2647.txt,.txt
dataset/IN-Abs/train-data/judgement/2660.txt,IN-Abs,train,judgment,,,,2660.txt,.txt
dataset/IN-Abs/train-data/judgement/2668.txt,IN-Abs,train,judgment,,,,2668.txt,.txt
dataset/IN-Abs/train-data/judgement/2675.txt,IN-Abs,train,judgment,,,,2675.txt,.txt
dataset/IN-Abs/train-data/judgement/27.txt,IN-Abs,train,judgment,,,,27.txt,.txt
dataset/IN-Abs/train-data/judgement/2706.txt,IN-Abs,train,judgment,,,,2706.txt,.txt
dataset/IN-Abs/train-data/judgement/271.txt,IN-Abs,train,judgment,,,,271.txt,.txt
dataset/IN-Abs/train-data/judgement/2719.txt,IN-Abs,train,judgment,,,,2719.txt,.txt
dataset/IN-Abs/train-data/judgement/272.txt,IN-Abs,train,judgment,,,,272.txt,.txt
dataset/IN-Abs/train-data/judgement/2721.txt,IN-Abs,train,judgment,,,,2721.txt,.txt
dataset/IN-Abs/train-data/judgement/2722.txt,IN-Abs,train,judgment,,,,2722.txt,.txt
dataset/IN-Abs/train-data/judgement/2725.txt,IN-Abs,train,judgment,,,,2725.txt,.txt
dataset/IN-Abs/train-data/judgement/2732.txt,IN-Abs,train,judgment,,,,2732.txt,.txt
dataset/IN-Abs/train-data/judgement/2734.txt,IN-Abs,train,judgment,,,,2734.txt,.txt
dataset/IN-Abs/train-data/judgement/2735.txt,IN-Abs,train,judgment,,,,2735.txt,.txt
dataset/IN-Abs/train-data/judgement/2738.txt,IN-Abs,train,judgment,,,,2738.txt,.txt
dataset/IN-Abs/train-data/judgement/2741.txt,IN-Abs,train,judgment,,,,2741.txt,.txt
dataset/IN-Abs/train-data/judgement/2754.txt,IN-Abs,train,judgment,,,,2754.txt,.txt
dataset/IN-Abs/train-data/judgement/2766.txt,IN-Abs,train,judgment,,,,2766.txt,.txt
dataset/IN-Abs/train-data/judgement/2769.txt,IN-Abs,train,judgment,,,,2769.txt,.txt
dataset/IN-Abs/train-data/judgement/2779.txt,IN-Abs,train,judgment,,,,2779.txt,.txt
dataset/IN-Abs/train-data/judgement/2782.txt,IN-Abs,train,judgment,,,,2782.txt,.txt
dataset/IN-Abs/train-data/judgement/2788.txt,IN-Abs,train,judgment,,,,2788.txt,.txt
dataset/IN-Abs/train-data/judgement/2799.txt,IN-Abs,train,judgment,,,,2799.txt,.txt
dataset/IN-Abs/train-data/judgement/280.txt,IN-Abs,train,judgment,,,,280.txt,.txt
dataset/IN-Abs/train-data/judgement/2800.txt,IN-Abs,train,judgment,,,,2800.txt,.txt
dataset/IN-Abs/train-data/judgement/2803.txt,IN-Abs,train,judgment,,,,2803.txt,.txt
dataset/IN-Abs/train-data/judgement/2807.txt,IN-Abs,train,judgment,,,,2807.txt,.txt
dataset/IN-Abs/train-data/judgement/2809.txt,IN-Abs,train,judgment,,,,2809.txt,.txt
dataset/IN-Abs/train-data/judgement/281.txt,IN-Abs,train,judgment,,,,281.txt,.txt
dataset/IN-Abs/train-data/judgement/2816.txt,IN-Abs,train,judgment,,,,2816.txt,.txt
dataset/IN-Abs/train-data/judgement/2817.txt,IN-Abs,train,judgment,,,,2817.txt,.txt
dataset/IN-Abs/train-data/judgement/2822.txt,IN-Abs,train,judgment,,,,2822.txt,.txt
dataset/IN-Abs/train-data/judgement/2826.txt,IN-Abs,train,judgment,,,,2826.txt,.txt
dataset/IN-Abs/train-data/judgement/2827.txt,IN-Abs,train,judgment,,,,2827.txt,.txt
dataset/IN-Abs/train-data/judgement/2830.txt,IN-Abs,train,judgment,,,,2830.txt,.txt
dataset/IN-Abs/train-data/judgement/2835.txt,IN-Abs,train,judgment,,,,2835.txt,.txt
dataset/IN-Abs/train-data/judgement/284.txt,IN-Abs,train,judgment,,,,284.txt,.txt
dataset/IN-Abs/train-data/judgement/2843.txt,IN-Abs,train,judgment,,,,2843.txt,.txt
dataset/IN-Abs/train-data/judgement/2849.txt,IN-Abs,train,judgment,,,,2849.txt,.txt
dataset/IN-Abs/train-data/judgement/2854.txt,IN-Abs,train,judgment,,,,2854.txt,.txt
dataset/IN-Abs/train-data/judgement/2857.txt,IN-Abs,train,judgment,,,,2857.txt,.txt
dataset/IN-Abs/train-data/judgement/2864.txt,IN-Abs,train,judgment,,,,2864.txt,.txt
dataset/IN-Abs/train-data/judgement/287.txt,IN-Abs,train,judgment,,,,287.txt,.txt
dataset/IN-Abs/train-data/judgement/2871.txt,IN-Abs,train,judgment,,,,2871.txt,.txt
dataset/IN-Abs/train-data/judgement/2872.txt,IN-Abs,train,judgment,,,,2872.txt,.txt
dataset/IN-Abs/train-data/judgement/2875.txt,IN-Abs,train,judgment,,,,2875.txt,.txt
dataset/IN-Abs/train-data/judgement/2889.txt,IN-Abs,train,judgment,,,,2889.txt,.txt
dataset/IN-Abs/train-data/judgement/289.txt,IN-Abs,train,judgment,,,,289.txt,.txt
dataset/IN-Abs/train-data/judgement/2903.txt,IN-Abs,train,judgment,,,,2903.txt,.txt
dataset/IN-Abs/train-data/judgement/291.txt,IN-Abs,train,judgment,,,,291.txt,.txt
dataset/IN-Abs/train-data/judgement/2912.txt,IN-Abs,train,judgment,,,,2912.txt,.txt
dataset/IN-Abs/train-data/judgement/2917.txt,IN-Abs,train,judgment,,,,2917.txt,.txt
dataset/IN-Abs/train-data/judgement/2918.txt,IN-Abs,train,judgment,,,,2918.txt,.txt
dataset/IN-Abs/train-data/judgement/2923.txt,IN-Abs,train,judgment,,,,2923.txt,.txt
dataset/IN-Abs/train-data/judgement/2927.txt,IN-Abs,train,judgment,,,,2927.txt,.txt
dataset/IN-Abs/train-data/judgement/2929.txt,IN-Abs,train,judgment,,,,2929.txt,.txt
dataset/IN-Abs/train-data/judgement/2939.txt,IN-Abs,train,judgment,,,,2939.txt,.txt
dataset/IN-Abs/train-data/judgement/2940.txt,IN-Abs,train,judgment,,,,2940.txt,.txt
dataset/IN-Abs/train-data/judgement/2951.txt,IN-Abs,train,judgment,,,,2951.txt,.txt
dataset/IN-Abs/train-data/judgement/2959.txt,IN-Abs,train,judgment,,,,2959.txt,.txt
dataset/IN-Abs/train-data/judgement/2960.txt,IN-Abs,train,judgment,,,,2960.txt,.txt
dataset/IN-Abs/train-data/judgement/2964.txt,IN-Abs,train,judgment,,,,2964.txt,.txt
dataset/IN-Abs/train-data/judgement/2970.txt,IN-Abs,train,judgment,,,,2970.txt,.txt
dataset/IN-Abs/train-data/judgement/2971.txt,IN-Abs,train,judgment,,,,2971.txt,.txt
dataset/IN-Abs/train-data/judgement/2976.txt,IN-Abs,train,judgment,,,,2976.txt,.txt
dataset/IN-Abs/train-data/judgement/2977.txt,IN-Abs,train,judgment,,,,2977.txt,.txt
dataset/IN-Abs/train-data/judgement/2985.txt,IN-Abs,train,judgment,,,,2985.txt,.txt
dataset/IN-Abs/train-data/judgement/3005.txt,IN-Abs,train,judgment,,,,3005.txt,.txt
dataset/IN-Abs/train-data/judgement/3008.txt,IN-Abs,train,judgment,,,,3008.txt,.txt
dataset/IN-Abs/train-data/judgement/3013.txt,IN-Abs,train,judgment,,,,3013.txt,.txt
dataset/IN-Abs/train-data/judgement/3016.txt,IN-Abs,train,judgment,,,,3016.txt,.txt
dataset/IN-Abs/train-data/judgement/3017.txt,IN-Abs,train,judgment,,,,3017.txt,.txt
dataset/IN-Abs/train-data/judgement/3018.txt,IN-Abs,train,judgment,,,,3018.txt,.txt
dataset/IN-Abs/train-data/judgement/3024.txt,IN-Abs,train,judgment,,,,3024.txt,.txt
dataset/IN-Abs/train-data/judgement/3027.txt,IN-Abs,train,judgment,,,,3027.txt,.txt
dataset/IN-Abs/train-data/judgement/3038.txt,IN-Abs,train,judgment,,,,3038.txt,.txt
dataset/IN-Abs/train-data/judgement/3040.txt,IN-Abs,train,judgment,,,,3040.txt,.txt
dataset/IN-Abs/train-data/judgement/3041.txt,IN-Abs,train,judgment,,,,3041.txt,.txt
dataset/IN-Abs/train-data/judgement/305.txt,IN-Abs,train,judgment,,,,305.txt,.txt
dataset/IN-Abs/train-data/judgement/3055.txt,IN-Abs,train,judgment,,,,3055.txt,.txt
dataset/IN-Abs/train-data/judgement/3067.txt,IN-Abs,train,judgment,,,,3067.txt,.txt
dataset/IN-Abs/train-data/judgement/3077.txt,IN-Abs,train,judgment,,,,3077.txt,.txt
dataset/IN-Abs/train-data/judgement/3082.txt,IN-Abs,train,judgment,,,,3082.txt,.txt
dataset/IN-Abs/train-data/judgement/3089.txt,IN-Abs,train,judgment,,,,3089.txt,.txt
dataset/IN-Abs/train-data/judgement/3093.txt,IN-Abs,train,judgment,,,,3093.txt,.txt
dataset/IN-Abs/train-data/judgement/3095.txt,IN-Abs,train,judgment,,,,3095.txt,.txt
dataset/IN-Abs/train-data/judgement/3099.txt,IN-Abs,train,judgment,,,,3099.txt,.txt
dataset/IN-Abs/train-data/judgement/3100.txt,IN-Abs,train,judgment,,,,3100.txt,.txt
dataset/IN-Abs/train-data/judgement/3101.txt,IN-Abs,train,judgment,,,,3101.txt,.txt
dataset/IN-Abs/train-data/judgement/3107.txt,IN-Abs,train,judgment,,,,3107.txt,.txt
dataset/IN-Abs/train-data/judgement/312.txt,IN-Abs,train,judgment,,,,312.txt,.txt
dataset/IN-Abs/train-data/judgement/3120.txt,IN-Abs,train,judgment,,,,3120.txt,.txt
dataset/IN-Abs/train-data/judgement/3121.txt,IN-Abs,train,judgment,,,,3121.txt,.txt
dataset/IN-Abs/train-data/judgement/3123.txt,IN-Abs,train,judgment,,,,3123.txt,.txt
dataset/IN-Abs/train-data/judgement/3125.txt,IN-Abs,train,judgment,,,,3125.txt,.txt
dataset/IN-Abs/train-data/judgement/3128.txt,IN-Abs,train,judgment,,,,3128.txt,.txt
dataset/IN-Abs/train-data/judgement/3140.txt,IN-Abs,train,judgment,,,,3140.txt,.txt
dataset/IN-Abs/train-data/judgement/3141.txt,IN-Abs,train,judgment,,,,3141.txt,.txt
dataset/IN-Abs/train-data/judgement/3148.txt,IN-Abs,train,judgment,,,,3148.txt,.txt
dataset/IN-Abs/train-data/judgement/3154.txt,IN-Abs,train,judgment,,,,3154.txt,.txt
dataset/IN-Abs/train-data/judgement/3161.txt,IN-Abs,train,judgment,,,,3161.txt,.txt
dataset/IN-Abs/train-data/judgement/3167.txt,IN-Abs,train,judgment,,,,3167.txt,.txt
dataset/IN-Abs/train-data/judgement/3184.txt,IN-Abs,train,judgment,,,,3184.txt,.txt
dataset/IN-Abs/train-data/judgement/3187.txt,IN-Abs,train,judgment,,,,3187.txt,.txt
dataset/IN-Abs/train-data/judgement/3188.txt,IN-Abs,train,judgment,,,,3188.txt,.txt
dataset/IN-Abs/train-data/judgement/3191.txt,IN-Abs,train,judgment,,,,3191.txt,.txt
dataset/IN-Abs/train-data/judgement/3199.txt,IN-Abs,train,judgment,,,,3199.txt,.txt
dataset/IN-Abs/train-data/judgement/3204.txt,IN-Abs,train,judgment,,,,3204.txt,.txt
dataset/IN-Abs/train-data/judgement/3212.txt,IN-Abs,train,judgment,,,,3212.txt,.txt
dataset/IN-Abs/train-data/judgement/3228.txt,IN-Abs,train,judgment,,,,3228.txt,.txt
dataset/IN-Abs/train-data/judgement/3231.txt,IN-Abs,train,judgment,,,,3231.txt,.txt
dataset/IN-Abs/train-data/judgement/3236.txt,IN-Abs,train,judgment,,,,3236.txt,.txt
dataset/IN-Abs/train-data/judgement/3244.txt,IN-Abs,train,judgment,,,,3244.txt,.txt
dataset/IN-Abs/train-data/judgement/326.txt,IN-Abs,train,judgment,,,,326.txt,.txt
dataset/IN-Abs/train-data/judgement/3277.txt,IN-Abs,train,judgment,,,,3277.txt,.txt
dataset/IN-Abs/train-data/judgement/3279.txt,IN-Abs,train,judgment,,,,3279.txt,.txt
dataset/IN-Abs/train-data/judgement/3283.txt,IN-Abs,train,judgment,,,,3283.txt,.txt
dataset/IN-Abs/train-data/judgement/3285.txt,IN-Abs,train,judgment,,,,3285.txt,.txt
dataset/IN-Abs/train-data/judgement/3287.txt,IN-Abs,train,judgment,,,,3287.txt,.txt
dataset/IN-Abs/train-data/judgement/3297.txt,IN-Abs,train,judgment,,,,3297.txt,.txt
dataset/IN-Abs/train-data/judgement/3303.txt,IN-Abs,train,judgment,,,,3303.txt,.txt
dataset/IN-Abs/train-data/judgement/3309.txt,IN-Abs,train,judgment,,,,3309.txt,.txt
dataset/IN-Abs/train-data/judgement/3316.txt,IN-Abs,train,judgment,,,,3316.txt,.txt
dataset/IN-Abs/train-data/judgement/3324.txt,IN-Abs,train,judgment,,,,3324.txt,.txt
dataset/IN-Abs/train-data/judgement/3329.txt,IN-Abs,train,judgment,,,,3329.txt,.txt
dataset/IN-Abs/train-data/judgement/3349.txt,IN-Abs,train,judgment,,,,3349.txt,.txt
dataset/IN-Abs/train-data/judgement/3350.txt,IN-Abs,train,judgment,,,,3350.txt,.txt
dataset/IN-Abs/train-data/judgement/3369.txt,IN-Abs,train,judgment,,,,3369.txt,.txt
dataset/IN-Abs/train-data/judgement/3372.txt,IN-Abs,train,judgment,,,,3372.txt,.txt
dataset/IN-Abs/train-data/judgement/3378.txt,IN-Abs,train,judgment,,,,3378.txt,.txt
dataset/IN-Abs/train-data/judgement/339.txt,IN-Abs,train,judgment,,,,339.txt,.txt
dataset/IN-Abs/train-data/judgement/3390.txt,IN-Abs,train,judgment,,,,3390.txt,.txt
dataset/IN-Abs/train-data/judgement/3406.txt,IN-Abs,train,judgment,,,,3406.txt,.txt
dataset/IN-Abs/train-data/judgement/341.txt,IN-Abs,train,judgment,,,,341.txt,.txt
dataset/IN-Abs/train-data/judgement/3410.txt,IN-Abs,train,judgment,,,,3410.txt,.txt
dataset/IN-Abs/train-data/judgement/3420.txt,IN-Abs,train,judgment,,,,3420.txt,.txt
dataset/IN-Abs/train-data/judgement/3421.txt,IN-Abs,train,judgment,,,,3421.txt,.txt
dataset/IN-Abs/train-data/judgement/3422.txt,IN-Abs,train,judgment,,,,3422.txt,.txt
dataset/IN-Abs/train-data/judgement/3427.txt,IN-Abs,train,judgment,,,,3427.txt,.txt
dataset/IN-Abs/train-data/judgement/3433.txt,IN-Abs,train,judgment,,,,3433.txt,.txt
dataset/IN-Abs/train-data/judgement/3449.txt,IN-Abs,train,judgment,,,,3449.txt,.txt
dataset/IN-Abs/train-data/judgement/345.txt,IN-Abs,train,judgment,,,,345.txt,.txt
dataset/IN-Abs/train-data/judgement/3461.txt,IN-Abs,train,judgment,,,,3461.txt,.txt
dataset/IN-Abs/train-data/judgement/3474.txt,IN-Abs,train,judgment,,,,3474.txt,.txt
dataset/IN-Abs/train-data/judgement/3485.txt,IN-Abs,train,judgment,,,,3485.txt,.txt
dataset/IN-Abs/train-data/judgement/349.txt,IN-Abs,train,judgment,,,,349.txt,.txt
dataset/IN-Abs/train-data/judgement/3497.txt,IN-Abs,train,judgment,,,,3497.txt,.txt
dataset/IN-Abs/train-data/judgement/3505.txt,IN-Abs,train,judgment,,,,3505.txt,.txt
dataset/IN-Abs/train-data/judgement/3509.txt,IN-Abs,train,judgment,,,,3509.txt,.txt
dataset/IN-Abs/train-data/judgement/3526.txt,IN-Abs,train,judgment,,,,3526.txt,.txt
dataset/IN-Abs/train-data/judgement/3529.txt,IN-Abs,train,judgment,,,,3529.txt,.txt
dataset/IN-Abs/train-data/judgement/3533.txt,IN-Abs,train,judgment,,,,3533.txt,.txt
dataset/IN-Abs/train-data/judgement/3536.txt,IN-Abs,train,judgment,,,,3536.txt,.txt
dataset/IN-Abs/train-data/judgement/3544.txt,IN-Abs,train,judgment,,,,3544.txt,.txt
dataset/IN-Abs/train-data/judgement/3548.txt,IN-Abs,train,judgment,,,,3548.txt,.txt
dataset/IN-Abs/train-data/judgement/3568.txt,IN-Abs,train,judgment,,,,3568.txt,.txt
dataset/IN-Abs/train-data/judgement/3569.txt,IN-Abs,train,judgment,,,,3569.txt,.txt
dataset/IN-Abs/train-data/judgement/3572.txt,IN-Abs,train,judgment,,,,3572.txt,.txt
dataset/IN-Abs/train-data/judgement/3573.txt,IN-Abs,train,judgment,,,,3573.txt,.txt
dataset/IN-Abs/train-data/judgement/3576.txt,IN-Abs,train,judgment,,,,3576.txt,.txt
dataset/IN-Abs/train-data/judgement/3594.txt,IN-Abs,train,judgment,,,,3594.txt,.txt
dataset/IN-Abs/train-data/judgement/3598.txt,IN-Abs,train,judgment,,,,3598.txt,.txt
dataset/IN-Abs/train-data/judgement/3614.txt,IN-Abs,train,judgment,,,,3614.txt,.txt
dataset/IN-Abs/train-data/judgement/3618.txt,IN-Abs,train,judgment,,,,3618.txt,.txt
dataset/IN-Abs/train-data/judgement/3620.txt,IN-Abs,train,judgment,,,,3620.txt,.txt
dataset/IN-Abs/train-data/judgement/3622.txt,IN-Abs,train,judgment,,,,3622.txt,.txt
dataset/IN-Abs/train-data/judgement/3629.txt,IN-Abs,train,judgment,,,,3629.txt,.txt
dataset/IN-Abs/train-data/judgement/3642.txt,IN-Abs,train,judgment,,,,3642.txt,.txt
dataset/IN-Abs/train-data/judgement/3644.txt,IN-Abs,train,judgment,,,,3644.txt,.txt
dataset/IN-Abs/train-data/judgement/3647.txt,IN-Abs,train,judgment,,,,3647.txt,.txt
dataset/IN-Abs/train-data/judgement/3648.txt,IN-Abs,train,judgment,,,,3648.txt,.txt
dataset/IN-Abs/train-data/judgement/3650.txt,IN-Abs,train,judgment,,,,3650.txt,.txt
dataset/IN-Abs/train-data/judgement/3656.txt,IN-Abs,train,judgment,,,,3656.txt,.txt
dataset/IN-Abs/train-data/judgement/366.txt,IN-Abs,train,judgment,,,,366.txt,.txt
dataset/IN-Abs/train-data/judgement/3660.txt,IN-Abs,train,judgment,,,,3660.txt,.txt
dataset/IN-Abs/train-data/judgement/3675.txt,IN-Abs,train,judgment,,,,3675.txt,.txt
dataset/IN-Abs/train-data/judgement/3681.txt,IN-Abs,train,judgment,,,,3681.txt,.txt
dataset/IN-Abs/train-data/judgement/3685.txt,IN-Abs,train,judgment,,,,3685.txt,.txt
dataset/IN-Abs/train-data/judgement/3694.txt,IN-Abs,train,judgment,,,,3694.txt,.txt
dataset/IN-Abs/train-data/judgement/3698.txt,IN-Abs,train,judgment,,,,3698.txt,.txt
dataset/IN-Abs/train-data/judgement/3700.txt,IN-Abs,train,judgment,,,,3700.txt,.txt
dataset/IN-Abs/train-data/judgement/3714.txt,IN-Abs,train,judgment,,,,3714.txt,.txt
dataset/IN-Abs/train-data/judgement/3717.txt,IN-Abs,train,judgment,,,,3717.txt,.txt
